ATP,Location,Tournament,Date,Series,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,W1,L1,W2,L2,W3,L3,W4,L4,W5,L5,Wsets,Lsets,Comment,B365W,B365L,CBW,CBL,IWW,IWL,SBW,SBL,B&WW,B&WL
48,Montreal,Montreal TMS,2003-08-10,Masters,Outdoor,Hard,The Final,3,Roddick A.,Nalbandian D.,7.0,21,6.0,1.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.286,3.5,1.22,3.95,1.3,2.7,1.222,3.75,,
49,Cincinnati,Western & Southern Financial Group Masters,2003-08-11,Masters,Outdoor,Hard,1st Round,3,Ljubicic I.,Lapentti N.,44.0,58,3.0,6.0,7.0,5.0,6.0,3.0,,,,,2.0,1.0,Completed,1.833,1.833,2.02,1.75,1.85,1.65,1.833,1.833,,
49,Cincinnati,Western & Southern Financial Group Masters,2003-08-11,Masters,Outdoor,Hard,1st Round,3,Chela J.I.,Kucera K.,37.0,35,6.0,1.0,6.0,1.0,,,,,,,2.0,0.0,Completed,2.0,1.727,2.1,1.7,1.9,1.6,2.1,1.667,,
49,Cincinnati,Western & Southern Financial Group Masters,2003-08-11,Masters,Outdoor,Hard,1st Round,3,Santoro F.,Moya C.,60.0,7,3.0,6.0,6.0,3.0,6.0,4.0,,,,,2.0,1.0,Completed,4.5,1.167,4.4,1.18,3.3,1.2,4.5,1.167,,
49,Cincinnati,Western & Southern Financial Group Masters,2003-08-11,Masters,Outdoor,Hard,1st Round,3,Schalken S.,Lee H.T.,12.0,69,6.0,4.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.286,3.5,1.3,3.3,1.25,3.0,1.333,3.0,,
49,Cincinnati,Western & Southern Financial Group Masters,2003-08-11,Masters,Outdoor,Hard,1st Round,3,Mathieu P.H.,Robredo T.,54.0,16,6.0,4.0,4.0,6.0,6.0,3.0,,,,,2.0,1.0,Completed,2.625,1.444,2.6,1.45,2.2,1.45,2.5,1.5,,
49,Cincinnati,Western & Southern Financial Group Masters,2003-08-11,Masters,Outdoor,Hard,1st Round,3,Blake J.,Ferreira W.,27.0,21,6.0,1.0,7.0,6.0,,,,,,,2.0,0.0,Completed,,,1.82,1.92,1.6,1.9,1.8,1.9,,
49,Cincinnati,Western & Southern Financial Group Masters,2003-08-11,Masters,Outdoor,Hard,1st Round,3,Enqvist T.,Mantilla F.,132.0,18,6.0,3.0,7.0,6.0,,,,,,,2.0,0.0,Completed,1.727,2.0,1.75,2.0,1.75,1.75,1.727,2.0,,
49,Cincinnati,Western & Southern Financial Group Masters,2003-08-11,Masters,Outdoor,Hard,1st Round,3,Arazi H.,Chang M.,79.0,217,4.0,6.0,7.0,6.0,6.0,0.0,,,,,2.0,1.0,Completed,,,1.36,3.0,1.35,2.5,1.36,2.87,,
49,Cincinnati,Western & Southern Financial Group Masters,2003-08-11,Masters,Outdoor,Hard,1st Round,3,Okun N.,Verkerk M.,192.0,15,3.0,6.0,6.0,3.0,6.0,1.0,,,,,2.0,1.0,Completed,,,3.15,1.33,2.7,1.3,3.0,1.33,,
49,Cincinnati,Western & Southern Financial Group Masters,2003-08-11,Masters,Outdoor,Hard,1st Round,3,Gaudio G.,Kendrick R.,29.0,122,6.0,4.0,6.0,4.0,,,,,,,2.0,0.0,Completed,,,1.3,3.3,1.25,3.0,1.36,2.87,,
49,Cincinnati,Western & Southern Financial Group Masters,2003-08-11,Masters,Outdoor,Hard,1st Round,3,Rusedski G.,Novak J.,59.0,11,2.0,6.0,7.0,6.0,6.0,4.0,,,,,2.0,1.0,Completed,1.83,1.83,1.9,1.85,1.85,1.65,1.9,1.8,,
49,Cincinnati,Western & Southern Financial Group Masters,2003-08-11,Masters,Outdoor,Hard,1st Round,3,Coria G.,Henman T.,5.0,32,6.0,3.0,4.0,6.0,6.0,4.0,,,,,2.0,1.0,Completed,,,1.9,1.85,1.85,1.65,1.833,1.833,,
49,Cincinnati,Western & Southern Financial Group Masters,2003-08-12,Masters,Outdoor,Hard,1st Round,3,Youzhny A.,Calleri A.,39.0,19,6.0,3.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.615,2.2,1.65,2.15,1.55,2.0,1.7,2.05,,
49,Cincinnati,Western & Southern Financial Group Masters,2003-08-12,Masters,Outdoor,Hard,1st Round,3,Martin T.,Acasuso J.,107.0,76,6.0,3.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.286,3.5,1.28,3.5,1.3,2.7,1.333,3.0,,
49,Cincinnati,Western & Southern Financial Group Masters,2003-08-12,Masters,Outdoor,Hard,1st Round,3,Gonzalez F.,Vahaly B.,17.0,81,7.0,5.0,6.0,2.0,,,,,,,2.0,0.0,Completed,,,1.45,2.65,1.35,2.5,1.444,2.625,,
49,Cincinnati,Western & Southern Financial Group Masters,2003-08-12,Masters,Outdoor,Hard,1st Round,3,Ginepri R.,Stepanek R.,43.0,47,6.0,1.0,3.0,6.0,6.0,0.0,,,,,2.0,1.0,Completed,1.833,1.833,1.9,1.85,1.9,1.6,1.833,1.833,,
49,Cincinnati,Western & Southern Financial Group Masters,2003-08-12,Masters,Outdoor,Hard,1st Round,3,Federer R.,Draper S.,2.0,114,4.0,6.0,6.0,3.0,7.0,6.0,,,,,2.0,1.0,Completed,1.1,6.5,1.1,6.25,1.1,4.5,1.063,7.0,,
49,Cincinnati,Western & Southern Financial Group Masters,2003-08-12,Masters,Outdoor,Hard,1st Round,3,Schuettler R.,Koubek S.,8.0,66,6.0,2.0,7.0,5.0,,,,,,,2.0,0.0,Completed,1.333,3.25,1.28,3.35,1.3,2.7,1.25,3.5,,
49,Cincinnati,Western & Southern Financial Group Masters,2003-08-12,Masters,Outdoor,Hard,1st Round,3,El Aynaoui Y.,Spadea V.,22.0,31,7.0,5.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.667,2.1,1.68,2.1,1.65,1.85,1.615,2.2,,
49,Cincinnati,Western & Southern Financial Group Masters,2003-08-12,Masters,Outdoor,Hard,1st Round,3,Nieminen J.,Vicente F.,36.0,61,7.0,5.0,3.0,6.0,6.0,4.0,,,,,2.0,1.0,Completed,1.444,2.625,1.55,2.35,1.35,2.5,1.444,2.625,,
49,Cincinnati,Western & Southern Financial Group Masters,2003-08-12,Masters,Outdoor,Hard,1st Round,3,Clement A.,Costa A.,33.0,24,7.0,6.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.615,2.2,1.65,2.2,1.6,1.9,1.571,2.25,,
49,Cincinnati,Western & Southern Financial Group Masters,2003-08-12,Masters,Outdoor,Hard,1st Round,3,Lopez F.,Srichaphan P.,28.0,10,6.0,7.0,6.0,4.0,7.0,6.0,,,,,2.0,1.0,Completed,2.2,1.615,2.1,1.7,2.1,1.5,2.0,1.727,,
49,Cincinnati,Western & Southern Financial Group Masters,2003-08-12,Masters,Outdoor,Hard,1st Round,3,Fish M.,Philippoussis M.,41.0,20,1.0,6.0,6.0,3.0,6.0,4.0,,,,,2.0,1.0,Completed,2.375,1.533,2.4,1.53,2.1,1.5,2.625,1.444,,
49,Cincinnati,Western & Southern Financial Group Masters,2003-08-12,Masters,Outdoor,Hard,1st Round,3,Malisse X.,Hewitt L.,68.0,6,3.0,6.0,6.0,4.0,6.0,2.0,,,,,2.0,1.0,Completed,4.5,1.167,4.0,1.22,3.3,1.2,4.5,1.167,,
49,Cincinnati,Western & Southern Financial Group Masters,2003-08-12,Masters,Outdoor,Hard,1st Round,3,Ferrero J.C.,Davydenko N.,3.0,38,6.0,0.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.25,3.75,1.28,3.5,1.25,3.0,1.22,3.75,,
49,Cincinnati,Western & Southern Financial Group Masters,2003-08-12,Masters,Outdoor,Hard,1st Round,3,Kafelnikov Y.,Gambill J.M.,25.0,49,6.0,4.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.72,2.0,1.75,2.0,1.55,2.0,1.8,1.9,,
49,Cincinnati,Western & Southern Financial Group Masters,2003-08-12,Masters,Outdoor,Hard,1st Round,3,Moodie W.,Grosjean S.,105.0,9,6.0,3.0,6.0,7.0,6.0,3.0,,,,,2.0,1.0,Completed,4.5,1.167,4.75,1.16,3.3,1.2,1.333,1.2,,
49,Cincinnati,Western & Southern Financial Group Masters,2003-08-12,Masters,Outdoor,Hard,1st Round,3,Mirnyi M.,Corretja A.,26.0,77,3.0,6.0,6.0,3.0,7.0,6.0,,,,,2.0,1.0,Completed,1.364,3.0,1.27,3.55,1.3,2.7,1.286,3.25,,
49,Cincinnati,Western & Southern Financial Group Masters,2003-08-12,Masters,Outdoor,Hard,1st Round,3,Saretta F.,Sanchez D.,56.0,53,6.0,7.0,6.0,1.0,6.0,2.0,,,,,2.0,1.0,Completed,1.44,2.62,,,,,1.44,2.62,,
49,Cincinnati,Western & Southern Financial Group Masters,2003-08-13,Masters,Outdoor,Hard,1st Round,3,Zabaleta M.,Kuerten G.,30.0,13,6.0,4.0,6.0,0.0,,,,,,,2.0,0.0,Completed,2.5,1.5,2.25,1.6,2.2,1.45,2.5,1.5,,
49,Cincinnati,Western & Southern Financial Group Masters,2003-08-13,Masters,Outdoor,Hard,1st Round,3,Roddick A.,Verdasco F.,4.0,126,6.0,3.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.04,9.0,1.06,8.0,1.1,4.5,1.063,7.0,,
49,Cincinnati,Western & Southern Financial Group Masters,2003-08-13,Masters,Outdoor,Hard,1st Round,3,Nalbandian D.,Arthurs W.,14.0,118,6.0,0.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.4,2.75,1.4,2.8,1.4,2.3,1.364,2.875,,
49,Cincinnati,Western & Southern Financial Group Masters,2003-08-13,Masters,Outdoor,Hard,2nd Round,3,Arazi H.,Mathieu P.H.,79.0,54,6.0,2.0,6.0,1.0,,,,,,,2.0,0.0,Completed,2.5,1.5,2.65,1.45,2.2,1.45,2.625,1.444,,
49,Cincinnati,Western & Southern Financial Group Masters,2003-08-13,Masters,Outdoor,Hard,2nd Round,3,Ginepri R.,Okun N.,43.0,192,7.0,6.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.333,3.25,1.3,3.3,1.25,3.0,1.25,3.5,,
49,Cincinnati,Western & Southern Financial Group Masters,2003-08-13,Masters,Outdoor,Hard,2nd Round,3,Gaudio G.,Ferrero J.C.,29.0,3,6.0,7.0,7.0,6.0,6.0,4.0,,,,,2.0,1.0,Completed,3.0,1.364,3.0,1.36,2.5,1.35,3.25,1.286,,
49,Cincinnati,Western & Southern Financial Group Masters,2003-08-13,Masters,Outdoor,Hard,2nd Round,3,Coria G.,Kafelnikov Y.,5.0,25,6.0,0.0,5.0,4.0,,,,,,,1.0,0.0,Retired,1.364,3.0,1.38,2.9,1.3,2.7,1.3,3.2,,
49,Cincinnati,Western & Southern Financial Group Masters,2003-08-13,Masters,Outdoor,Hard,2nd Round,3,Martin T.,Lopez F.,107.0,28,7.0,6.0,6.0,4.0,,,,,,,2.0,0.0,Completed,2.2,1.615,2.3,1.57,1.85,1.65,2.375,1.533,,
49,Cincinnati,Western & Southern Financial Group Masters,2003-08-13,Masters,Outdoor,Hard,2nd Round,3,Saretta F.,Santoro F.,56.0,60,7.0,5.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.833,1.833,1.95,1.8,1.75,1.75,1.833,1.833,,
49,Cincinnati,Western & Southern Financial Group Masters,2003-08-13,Masters,Outdoor,Hard,2nd Round,3,Mirnyi M.,Enqvist T.,26.0,132,7.0,6.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.533,2.375,1.5,2.5,1.4,2.3,1.533,2.375,,
49,Cincinnati,Western & Southern Financial Group Masters,2003-08-13,Masters,Outdoor,Hard,2nd Round,3,Youzhny A.,Moodie W.,39.0,105,6.0,4.0,7.0,6.0,,,,,,,2.0,0.0,Completed,1.444,2.625,1.53,2.4,1.4,2.3,1.5,2.5,,
49,Cincinnati,Western & Southern Financial Group Masters,2003-08-13,Masters,Outdoor,Hard,2nd Round,3,Blake J.,Schalken S.,27.0,12,6.0,1.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.833,1.833,1.75,2.0,1.85,1.65,1.727,2.0,,
49,Cincinnati,Western & Southern Financial Group Masters,2003-08-13,Masters,Outdoor,Hard,2nd Round,3,Nalbandian D.,Federer R.,14.0,2,7.0,6.0,7.0,6.0,,,,,,,2.0,0.0,Completed,3.0,1.364,2.75,1.42,2.2,1.45,2.625,1.444,,
49,Cincinnati,Western & Southern Financial Group Masters,2003-08-13,Masters,Outdoor,Hard,2nd Round,3,Schuettler R.,Nieminen J.,8.0,36,3.0,6.0,6.0,3.0,7.0,6.0,,,,,2.0,1.0,Completed,1.333,3.25,1.25,3.75,1.3,2.7,1.25,3.5,,
49,Cincinnati,Western & Southern Financial Group Masters,2003-08-13,Masters,Outdoor,Hard,2nd Round,3,Roddick A.,Ljubicic I.,4.0,44,6.0,1.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.143,5.0,1.15,5.0,1.1,4.5,1.143,5.0,,
49,Cincinnati,Western & Southern Financial Group Masters,2003-08-13,Masters,Outdoor,Hard,2nd Round,3,Zabaleta M.,El Aynaoui Y.,30.0,22,6.0,7.0,6.0,4.0,7.0,5.0,,,,,2.0,1.0,Completed,1.833,1.833,1.95,1.8,2.0,1.55,2.0,1.727,,
49,Cincinnati,Western & Southern Financial Group Masters,2003-08-13,Masters,Outdoor,Hard,2nd Round,3,Chela J.I.,Gonzalez F.,37.0,17,6.0,2.0,6.0,4.0,,,,,,,2.0,0.0,Completed,2.2,1.615,2.25,1.6,2.0,1.55,2.375,1.533,,
49,Cincinnati,Western & Southern Financial Group Masters,2003-08-14,Masters,Outdoor,Hard,2nd Round,3,Fish M.,Malisse X.,41.0,68,7.0,5.0,6.0,7.0,6.0,1.0,,,,,2.0,1.0,Completed,1.727,2.0,1.7,2.08,1.8,1.7,1.727,2.0,,
49,Cincinnati,Western & Southern Financial Group Masters,2003-08-14,Masters,Outdoor,Hard,2nd Round,3,Clement A.,Rusedski G.,33.0,59,7.0,6.0,5.0,7.0,6.0,2.0,,,,,2.0,1.0,Completed,2.0,1.727,1.87,1.87,1.8,1.7,1.833,1.833,,
49,Cincinnati,Western & Southern Financial Group Masters,2003-08-14,Masters,Outdoor,Hard,3rd Round,3,Coria G.,Youzhny A.,5.0,39,6.0,2.0,6.0,1.0,,,,,,,2.0,0.0,Completed,1.286,3.5,1.22,4.0,1.3,2.7,1.286,3.25,,
49,Cincinnati,Western & Southern Financial Group Masters,2003-08-14,Masters,Outdoor,Hard,3rd Round,3,Ginepri R.,Gaudio G.,43.0,29,6.0,1.0,7.0,6.0,,,,,,,2.0,0.0,Completed,2.1,1.667,2.3,1.57,2.0,1.55,2.1,1.667,,
49,Cincinnati,Western & Southern Financial Group Masters,2003-08-14,Masters,Outdoor,Hard,3rd Round,3,Mirnyi M.,Arazi H.,26.0,79,6.0,4.0,6.0,7.0,6.0,4.0,,,,,2.0,1.0,Completed,1.4,2.75,1.42,2.75,1.4,2.3,1.5,2.5,,
49,Cincinnati,Western & Southern Financial Group Masters,2003-08-14,Masters,Outdoor,Hard,3rd Round,3,Schuettler R.,Martin T.,8.0,107,7.0,5.0,3.0,6.0,6.0,3.0,,,,,2.0,1.0,Completed,1.444,2.625,1.48,2.55,1.4,2.3,1.4,2.75,,
49,Cincinnati,Western & Southern Financial Group Masters,2003-08-14,Masters,Outdoor,Hard,3rd Round,3,Fish M.,Clement A.,41.0,33,6.0,2.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.727,2.0,1.75,2.0,1.7,1.8,1.667,2.1,,
49,Cincinnati,Western & Southern Financial Group Masters,2003-08-14,Masters,Outdoor,Hard,3rd Round,3,Nalbandian D.,Chela J.I.,14.0,37,6.0,4.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.61,2.2,1.65,2.15,1.55,2.0,1.615,2.2,,
49,Cincinnati,Western & Southern Financial Group Masters,2003-08-15,Masters,Outdoor,Hard,3rd Round,3,Zabaleta M.,Saretta F.,30.0,56,6.0,7.0,6.0,2.0,6.0,4.0,,,,,2.0,1.0,Completed,1.5,2.5,1.48,2.55,1.5,2.1,1.533,2.375,,
49,Cincinnati,Western & Southern Financial Group Masters,2003-08-15,Masters,Outdoor,Hard,3rd Round,3,Roddick A.,Blake J.,4.0,27,7.0,6.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.167,4.5,1.25,3.7,1.15,3.8,1.167,4.5,,
49,Cincinnati,Western & Southern Financial Group Masters,2003-08-15,Masters,Outdoor,Hard,Quarterfinals,3,Mirnyi M.,Coria G.,26.0,5,6.0,2.0,7.0,5.0,,,,,,,2.0,0.0,Completed,3.25,1.333,3.55,1.27,2.7,1.3,3.0,1.333,,
49,Cincinnati,Western & Southern Financial Group Masters,2003-08-15,Masters,Outdoor,Hard,Quarterfinals,3,Roddick A.,Zabaleta M.,4.0,30,6.0,1.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.143,5.0,1.12,5.65,1.15,3.8,1.1,6.0,,
49,Cincinnati,Western & Southern Financial Group Masters,2003-08-16,Masters,Outdoor,Hard,Quarterfinals,3,Schuettler R.,Ginepri R.,8.0,43,6.0,2.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.533,2.375,1.5,2.5,1.45,2.2,1.533,2.375,,
49,Cincinnati,Western & Southern Financial Group Masters,2003-08-16,Masters,Outdoor,Hard,Quarterfinals,3,Fish M.,Nalbandian D.,41.0,14,7.0,6.0,6.0,3.0,,,,,,,2.0,0.0,Completed,2.2,1.615,2.25,1.6,2.2,1.45,2.1,1.667,,
49,Cincinnati,Western & Southern Financial Group Masters,2003-08-16,Masters,Outdoor,Hard,Semifinals,3,Roddick A.,Mirnyi M.,4.0,26,7.0,6.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.222,4.0,1.2,4.25,1.2,3.3,1.2,4.0,,
49,Cincinnati,Western & Southern Financial Group Masters,2003-08-17,Masters,Outdoor,Hard,Semifinals,3,Fish M.,Schuettler R.,41.0,8,7.0,6.0,7.0,6.0,,,,,,,2.0,0.0,Completed,2.25,1.571,2.25,1.6,2.0,1.55,2.2,1.615,,
49,Cincinnati,Western & Southern Financial Group Masters,2003-08-17,Masters,Outdoor,Hard,The Final,3,Roddick A.,Fish M.,4.0,41,4.0,6.0,7.0,6.0,7.0,6.0,,,,,2.0,1.0,Completed,1.222,4.0,1.2,4.2,1.2,3.3,1.182,4.333,,
50,Long Island,TD Waterhouse Cup,2003-08-18,International,Outdoor,Hard,1st Round,3,Kiefer N.,Mathieu P.H.,70.0,51,4.0,6.0,7.0,6.0,6.0,3.0,,,,,2.0,1.0,Completed,1.833,1.833,1.93,1.83,1.65,1.85,1.833,1.833,,
50,Long Island,TD Waterhouse Cup,2003-08-18,International,Outdoor,Hard,1st Round,3,El Aynaoui Y.,Verdasco F.,22.0,123,6.0,7.0,6.0,4.0,6.0,0.0,,,,,2.0,1.0,Completed,1.286,3.25,1.36,2.95,1.3,2.7,1.333,3.0,,
50,Long Island,TD Waterhouse Cup,2003-08-19,International,Outdoor,Hard,1st Round,3,de Voest R.,Chang M.,189.0,223,6.0,2.0,6.0,3.0,,,,,,,2.0,0.0,Completed,,,,,,,,,,
50,Long Island,TD Waterhouse Cup,2003-08-19,International,Outdoor,Hard,1st Round,3,Robredo T.,Acasuso J.,17.0,75,2.0,6.0,6.0,3.0,7.0,5.0,,,,,2.0,1.0,Completed,1.2,4.0,1.22,4.0,1.2,3.3,1.2,4.0,,
50,Long Island,TD Waterhouse Cup,2003-08-19,International,Outdoor,Hard,1st Round,3,Beck K.,Sanchez D.,71.0,56,2.0,6.0,6.0,4.0,6.0,3.0,,,,,2.0,1.0,Completed,1.4,2.75,1.38,2.9,1.4,2.3,,,,
50,Long Island,TD Waterhouse Cup,2003-08-19,International,Outdoor,Hard,1st Round,3,Nieminen J.,Lopez F.,39.0,29,6.0,3.0,1.0,1.0,,,,,,,1.0,0.0,Retired,1.909,1.8,1.85,1.9,1.85,1.65,1.833,1.833,,
50,Long Island,TD Waterhouse Cup,2003-08-19,International,Outdoor,Hard,1st Round,3,Kuerten G.,Hrbaty D.,14.0,54,6.0,4.0,7.0,6.0,,,,,,,2.0,0.0,Completed,1.5,2.5,1.45,2.65,1.55,2.0,1.533,2.375,,
50,Long Island,TD Waterhouse Cup,2003-08-19,International,Outdoor,Hard,1st Round,3,Rochus O.,Vicente F.,50.0,61,7.0,6.0,6.0,1.0,,,,,,,2.0,0.0,Completed,1.833,1.833,2.08,1.7,1.75,1.75,1.833,1.833,,
50,Long Island,TD Waterhouse Cup,2003-08-19,International,Outdoor,Hard,1st Round,3,Saretta F.,Costa A.,48.0,25,3.0,0.0,,,,,,,,,0.0,0.0,Retired,1.833,1.833,1.75,2.0,1.85,1.65,1.9,1.8,,
50,Long Island,TD Waterhouse Cup,2003-08-20,International,Outdoor,Hard,1st Round,3,Calleri A.,Gambill J.M.,19.0,49,6.0,4.0,7.0,5.0,,,,,,,2.0,0.0,Completed,2.0,1.727,2.0,1.75,1.9,1.6,2.0,1.727,,
50,Long Island,TD Waterhouse Cup,2003-08-20,International,Outdoor,Hard,1st Round,3,Blake J.,Bjorkman J.,41.0,44,6.0,1.0,7.0,6.0,,,,,,,2.0,0.0,Completed,1.286,3.25,1.25,3.65,1.3,2.7,1.222,3.75,,
50,Long Island,TD Waterhouse Cup,2003-08-20,International,Outdoor,Hard,1st Round,3,Youzhny M.,Mantilla F.,36.0,21,6.0,2.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.615,2.2,1.55,2.35,1.55,2.0,1.571,2.25,,
50,Long Island,TD Waterhouse Cup,2003-08-20,International,Outdoor,Hard,1st Round,3,Srichaphan P.,Davydenko N.,11.0,38,6.0,3.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.25,3.5,1.3,3.35,1.3,2.7,1.286,3.25,,
50,Long Island,TD Waterhouse Cup,2003-08-20,International,Outdoor,Hard,1st Round,3,Sargsian S.,Corretja A.,53.0,85,7.0,5.0,6.0,2.0,,,,,,,2.0,0.0,Completed,2.2,1.615,2.0,1.75,1.9,1.6,2.1,1.667,,
50,Long Island,TD Waterhouse Cup,2003-08-20,International,Outdoor,Hard,1st Round,3,Chela J.I.,Gonzalez F.,34.0,15,4.0,6.0,7.0,6.0,6.0,0.0,,,,,2.0,1.0,Completed,1.909,1.8,1.95,1.8,1.75,1.75,1.9,1.8,,
50,Long Island,TD Waterhouse Cup,2003-08-20,International,Outdoor,Hard,1st Round,3,Morrison J.,Clement A.,200.0,31,6.0,4.0,6.0,4.0,,,,,,,2.0,0.0,Completed,2.875,1.364,2.75,1.42,2.5,1.35,2.875,1.364,,
50,Long Island,TD Waterhouse Cup,2003-08-20,International,Outdoor,Hard,2nd Round,3,Nieminen J.,Calleri A.,39.0,19,6.0,1.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.615,2.2,1.65,2.15,1.6,1.9,1.667,2.1,,
50,Long Island,TD Waterhouse Cup,2003-08-20,International,Outdoor,Hard,2nd Round,3,El Aynaoui Y.,de Voest R.,22.0,189,7.0,6.0,3.0,0.0,,,,,,,1.0,0.0,Retired,1.222,4.0,1.2,4.25,1.2,3.3,1.222,3.75,,
50,Long Island,TD Waterhouse Cup,2003-08-20,International,Outdoor,Hard,2nd Round,3,Kuerten G.,Beck K.,14.0,71,7.0,5.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.4,2.75,1.4,2.8,1.25,3.0,1.364,2.875,,
50,Long Island,TD Waterhouse Cup,2003-08-21,International,Outdoor,Hard,2nd Round,3,Blake J.,Robredo T.,41.0,17,6.0,3.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.5,2.5,1.43,2.7,1.45,2.2,1.444,2.625,,
50,Long Island,TD Waterhouse Cup,2003-08-21,International,Outdoor,Hard,2nd Round,3,Chela J.I.,Rochus O.,34.0,50,7.0,6.0,6.0,1.0,,,,,,,2.0,0.0,Completed,1.333,3.25,1.25,3.7,1.3,2.7,1.286,3.25,,
50,Long Island,TD Waterhouse Cup,2003-08-21,International,Outdoor,Hard,2nd Round,3,Kiefer N.,Saretta F.,70.0,48,6.0,3.0,6.0,1.0,,,,,,,2.0,0.0,Completed,1.833,1.833,1.85,1.9,1.75,1.75,1.8,1.9,,
50,Long Island,TD Waterhouse Cup,2003-08-21,International,Outdoor,Hard,2nd Round,3,Morrison J.,Youzhny M.,200.0,36,7.0,6.0,6.0,3.0,,,,,,,2.0,0.0,Completed,2.75,1.4,2.65,1.45,2.5,1.35,2.5,1.5,,
50,Long Island,TD Waterhouse Cup,2003-08-22,International,Outdoor,Hard,2nd Round,3,Srichaphan P.,Sargsian S.,11.0,53,6.0,3.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.286,3.5,1.32,3.2,1.25,3.0,1.333,3.0,,
50,Long Island,TD Waterhouse Cup,2003-08-22,International,Outdoor,Hard,Quarterfinals,3,Kiefer N.,Chela J.I.,70.0,34,6.0,1.0,3.0,0.0,,,,,,,1.0,0.0,Retired,2.2,1.615,2.15,1.65,1.9,1.6,2.2,1.615,,
50,Long Island,TD Waterhouse Cup,2003-08-22,International,Outdoor,Hard,Quarterfinals,3,Srichaphan P.,Morrison J.,11.0,200,6.0,4.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.333,3.25,1.36,3.0,1.25,3.0,1.333,3.0,,
50,Long Island,TD Waterhouse Cup,2003-08-23,International,Outdoor,Hard,Quarterfinals,3,El Aynaoui Y.,Kuerten G.,22.0,14,7.0,6.0,6.0,4.0,,,,,,,2.0,0.0,Completed,2.1,1.667,2.05,1.72,1.75,1.75,2.1,1.667,,
50,Long Island,TD Waterhouse Cup,2003-08-23,International,Outdoor,Hard,Quarterfinals,3,Blake J.,Nieminen J.,41.0,39,4.0,6.0,6.0,2.0,6.0,3.0,,,,,2.0,1.0,Completed,1.444,2.625,1.43,2.7,1.4,2.3,1.444,2.625,,
50,Long Island,TD Waterhouse Cup,2003-08-23,International,Outdoor,Hard,Semifinals,3,Srichaphan P.,Kiefer N.,11.0,70,6.0,0.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.444,2.625,1.5,2.5,1.45,2.2,1.444,2.625,,
50,Long Island,TD Waterhouse Cup,2003-08-24,International,Outdoor,Hard,Semifinals,3,Blake J.,El Aynaoui Y.,41.0,22,6.0,3.0,6.0,1.0,,,,,,,2.0,0.0,Completed,1.615,2.2,1.63,2.2,1.6,1.9,1.667,2.1,,
50,Long Island,TD Waterhouse Cup,2003-08-24,International,Outdoor,Hard,The Final,3,Srichaphan P.,Blake J.,11.0,41,6.0,2.0,6.0,4.0,,,,,,,2.0,0.0,Completed,2.0,1.727,1.95,1.8,1.8,1.7,2.0,1.727,,
51,New York,US Open,2003-08-25,Grand Slam,Outdoor,Hard,1st Round,5,Ferrero J.C.,Vacek J.,3.0,154,6.0,2.0,4.0,6.0,6.0,3.0,6.0,2.0,,,3.0,1.0,Completed,1.083,7.0,1.08,7.25,1.1,4.5,1.063,7.0,,
51,New York,US Open,2003-08-25,Grand Slam,Outdoor,Hard,1st Round,5,Kucera K.,Popp A.,37.0,107,6.0,2.0,7.0,5.0,6.0,3.0,,,,,3.0,0.0,Completed,1.364,3.0,1.36,3.1,1.3,2.7,1.333,3.0,,
51,New York,US Open,2003-08-25,Grand Slam,Outdoor,Hard,1st Round,5,Delgado R.,Grosjean S.,158.0,9,6.0,4.0,6.0,7.0,4.0,6.0,7.0,6.0,6.0,4.0,3.0,2.0,Completed,6.5,1.1,5.0,1.16,3.8,1.15,6.0,1.1,,
