WTA,Location,Tournament,Date,Tier,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,WPts,LPts,W1,L1,W2,L2,W3,L3,Wsets,Lsets,Comment,B365W,B365L,EXW,EXL,LBW,LBL,SJW,SJL,UBW,UBL
28,Eastbourne,AEGON International,2009-06-16,Premier,Outdoor,Grass,1st Round,3,Radwanska A.,Radwanska U.,11.0,71.0,3411.0,885.0,6.0,1.0,6.0,1.0,,,2.0,0.0,Completed,1.33,3.25,1.35,3.1,1.33,3.25,,,1.38,2.95
28,Eastbourne,AEGON International,2009-06-16,Premier,Outdoor,Grass,1st Round,3,Dushevina V.,Sugiyama A.,52.0,40.0,1169.0,1376.0,6.0,7.0,7.0,5.0,6.0,4.0,2.0,1.0,Completed,1.44,2.62,,,1.444,2.625,,,1.46,2.64
28,Eastbourne,AEGON International,2009-06-16,Premier,Outdoor,Grass,1st Round,3,Wozniak A.,Kuznetsova S.,23.0,5.0,1954.0,6191.0,6.0,0.0,6.0,3.0,,,2.0,0.0,Completed,7.5,1.07,6.25,1.1,6.5,1.1,7.0,1.071,7.0,1.09
28,Eastbourne,AEGON International,2009-06-16,Premier,Outdoor,Grass,1st Round,3,Medina Garrigues A.,Martinez-Sanchez M.J.,20.0,44.0,2140.0,1331.0,6.0,3.0,6.0,7.0,6.0,1.0,2.0,1.0,Completed,,,,,,,,,,
28,Eastbourne,AEGON International,2009-06-16,Premier,Outdoor,Grass,1st Round,3,Mauresmo A.,Zvonareva V.,17.0,7.0,2549.0,5360.0,6.0,3.0,1.0,6.0,6.0,3.0,2.0,1.0,Completed,1.66,2.1,1.65,2.15,1.667,2.1,1.62,2.2,1.6,2.28
28,Eastbourne,AEGON International,2009-06-16,Premier,Outdoor,Grass,1st Round,3,Li N.,Baltacha E.,19.0,105.0,2312.0,615.0,6.0,2.0,7.0,5.0,,,2.0,0.0,Completed,1.2,4.33,1.25,3.75,1.2,4.333,1.17,4.5,1.23,4.0
28,Eastbourne,AEGON International,2009-06-16,Premier,Outdoor,Grass,1st Round,3,Bammer S.,Keothavong A.,28.0,49.0,1785.0,1270.0,6.0,3.0,6.0,2.0,,,2.0,0.0,Completed,2.25,1.57,2.15,1.65,2.2,1.615,2.2,1.62,2.2,1.65
28,Eastbourne,AEGON International,2009-06-17,Premier,Outdoor,Grass,2nd Round,3,Bartoli M.,Chakvetadze A.,12.0,31.0,3285.0,1691.0,7.0,5.0,6.0,3.0,,,2.0,0.0,Completed,1.5,2.5,1.5,2.45,1.533,2.375,1.5,2.5,1.56,2.36
28,Eastbourne,AEGON International,2009-06-17,Premier,Outdoor,Grass,2nd Round,3,Dushevina V.,Petrova N.,52.0,10.0,1169.0,3760.0,5.0,7.0,1.0,0.0,,,0.0,1.0,Retired,3.25,1.33,3.35,1.3,3.25,1.333,3.5,1.25,3.55,1.28
28,Eastbourne,AEGON International,2009-06-17,Premier,Outdoor,Grass,2nd Round,3,Makarova E.,Mauresmo A.,46.0,17.0,1325.0,2549.0,7.0,6.0,7.0,6.0,,,2.0,0.0,Completed,3.5,1.28,3.35,1.3,3.25,1.333,3.25,1.29,3.4,1.3
28,Eastbourne,AEGON International,2009-06-17,Premier,Outdoor,Grass,2nd Round,3,Wozniak A.,Zheng J.,23.0,16.0,1954.0,2631.0,7.0,6.0,6.0,3.0,,,2.0,0.0,Completed,2.62,1.44,2.75,1.42,2.75,1.4,2.75,1.4,2.68,1.45
28,Eastbourne,AEGON International,2009-06-17,Premier,Outdoor,Grass,2nd Round,3,Wozniacki C.,Stosur S.,9.0,18.0,4350.0,2402.0,6.0,1.0,5.0,7.0,6.0,1.0,2.0,1.0,Completed,1.9,1.8,2.05,1.75,1.909,1.8,2.0,1.73,2.03,1.75
28,Eastbourne,AEGON International,2009-06-17,Premier,Outdoor,Grass,2nd Round,3,Medina Garrigues A.,Bammer S.,20.0,28.0,2140.0,1785.0,6.0,1.0,7.0,5.0,,,2.0,0.0,Completed,2.0,1.72,2.05,1.7,2.1,1.667,2.0,1.727,1.92,1.85
28,Eastbourne,AEGON International,2009-06-17,Premier,Outdoor,Grass,2nd Round,3,Radwanska A.,Li N.,11.0,19.0,3411.0,2312.0,3.0,1.0,,,,,0.0,0.0,Retired,1.53,2.37,1.6,2.3,1.53,2.37,1.571,2.25,1.54,2.4
28,Eastbourne,AEGON International,2009-06-17,Premier,Outdoor,Grass,2nd Round,3,Razzano V.,Dementieva E.,25.0,4.0,1839.0,6591.0,6.0,0.0,3.0,6.0,7.0,6.0,2.0,1.0,Completed,4.0,1.22,3.9,1.23,4.5,1.167,4.0,1.2,4.0,1.23
28,Eastbourne,AEGON International,2009-06-18,Premier,Outdoor,Grass,Quarterfinals,3,Wozniacki C.,Makarova E.,9.0,46.0,4350.0,1325.0,6.0,3.0,6.0,2.0,,,2.0,0.0,Completed,1.16,4.5,1.15,4.95,1.167,4.5,1.143,5.0,1.16,5.0
28,Eastbourne,AEGON International,2009-06-18,Premier,Outdoor,Grass,Quarterfinals,3,Razzano V.,Radwanska A.,25.0,11.0,1839.0,3411.0,7.0,6.0,7.0,5.0,,,2.0,0.0,Completed,3.25,1.33,3.3,1.3,3.25,1.33,3.0,1.333,3.2,1.33
28,Eastbourne,AEGON International,2009-06-18,Premier,Outdoor,Grass,Quarterfinals,3,Bartoli M.,Medina Garrigues A.,12.0,20.0,3285.0,2140.0,6.0,1.0,6.0,4.0,,,2.0,0.0,Completed,1.3,3.4,1.3,3.3,1.333,3.25,1.333,3.0,1.29,3.5
28,Eastbourne,AEGON International,2009-06-18,Premier,Outdoor,Grass,Quarterfinals,3,Wozniak A.,Dushevina V.,23.0,52.0,1954.0,1169.0,6.0,1.0,6.0,0.0,,,2.0,0.0,Completed,1.72,2.0,1.75,2.0,1.8,1.909,1.73,2.0,1.77,2.0
28,Eastbourne,AEGON International,2009-06-19,Premier,Outdoor,Grass,Semifinals,3,Razzano V.,Bartoli M.,25.0,12.0,1839.0,3285.0,6.0,4.0,1.0,0.0,,,1.0,0.0,Retired,2.5,1.5,2.35,1.55,2.5,1.5,2.625,1.5,2.46,1.52
28,Eastbourne,AEGON International,2009-06-19,Premier,Outdoor,Grass,Semifinals,3,Wozniacki C.,Wozniak A.,9.0,23.0,4350.0,1954.0,3.0,6.0,6.0,4.0,6.0,4.0,2.0,1.0,Completed,1.22,4.0,1.23,3.89,1.2,4.333,1.2,4.0,1.23,4.0
28,Eastbourne,AEGON International,2009-06-20,Premier,Outdoor,Grass,The Final,3,Wozniacki C.,Razzano V.,9.0,25.0,4350.0,1839.0,7.0,6.0,7.0,5.0,,,2.0,0.0,Completed,1.33,3.4,1.32,3.22,1.333,3.25,1.364,3.0,1.33,3.2
29,'s-Hertogenbosch,Ordina Open,2009-06-14,International,Outdoor,Grass,1st Round,3,Benesova I.,Santangelo M.,35.0,111.0,1510.0,589.0,6.0,2.0,6.0,3.0,,,2.0,0.0,Completed,1.33,3.25,1.3,3.4,1.28,3.5,,,1.31,3.0
29,'s-Hertogenbosch,Ordina Open,2009-06-14,International,Outdoor,Grass,1st Round,3,Barrois K.,Vesnina E.,69.0,38.0,899.0,1399.0,6.0,4.0,6.0,3.0,,,2.0,0.0,Completed,2.75,1.4,2.8,1.4,2.75,1.4,,,2.7,1.45
29,'s-Hertogenbosch,Ordina Open,2009-06-14,International,Outdoor,Grass,1st Round,3,Cirstea S.,Niculescu M.,27.0,61.0,1796.0,980.0,5.0,7.0,6.0,3.0,6.0,3.0,2.0,1.0,Completed,1.4,2.75,1.35,3.05,1.4,2.75,,,1.37,3.0
29,'s-Hertogenbosch,Ordina Open,2009-06-15,International,Outdoor,Grass,1st Round,3,Pervak K.,Cetkovska P.,169.0,154.0,352.0,413.0,7.0,5.0,7.0,6.0,,,2.0,0.0,Completed,2.5,1.5,,,,,2.63,1.44,2.52,1.5
29,'s-Hertogenbosch,Ordina Open,2009-06-15,International,Outdoor,Grass,1st Round,3,Tanasugarn T.,Zahlavova Strycova B..,47.0,86.0,1294.0,787.0,6.0,1.0,6.0,3.0,,,2.0,0.0,Completed,1.33,3.25,1.37,2.92,1.364,3.0,1.4,2.75,1.35,3.1
29,'s-Hertogenbosch,Ordina Open,2009-06-15,International,Outdoor,Grass,1st Round,3,Hantuchova D.,Vinci R.,33.0,53.0,1629.0,1154.0,7.0,6.0,6.0,4.0,,,2.0,0.0,Completed,1.44,2.62,1.45,2.6,1.53,2.37,1.5,2.5,1.48,2.6
29,'s-Hertogenbosch,Ordina Open,2009-06-15,International,Outdoor,Grass,1st Round,3,Schiavone F.,Coin J.,50.0,64.0,1241.0,972.0,6.0,2.0,6.0,2.0,,,2.0,0.0,Completed,1.25,3.75,1.3,3.35,1.286,3.5,1.25,3.5,1.3,3.4
29,'s-Hertogenbosch,Ordina Open,2009-06-15,International,Outdoor,Grass,1st Round,3,Govortsova O.,Bremond S.,84.0,96.0,789.0,697.0,6.0,2.0,6.0,1.0,,,2.0,0.0,Completed,1.5,2.5,1.53,2.4,,,1.5,2.5,1.53,2.45
29,'s-Hertogenbosch,Ordina Open,2009-06-15,International,Outdoor,Grass,1st Round,3,Pennetta F.,Chan Y.J.,15.0,109.0,2860.0,597.0,6.0,4.0,6.0,2.0,,,2.0,0.0,Completed,1.2,4.33,1.2,4.25,1.25,3.75,1.2,4.0,1.26,3.7
29,'s-Hertogenbosch,Ordina Open,2009-06-15,International,Outdoor,Grass,1st Round,3,Wickmayer Y.,Camerin M.E.,72.0,94.0,880.0,709.0,6.0,1.0,6.0,3.0,,,2.0,0.0,Completed,1.36,3.0,1.35,3.1,1.364,3.0,1.364,2.875,1.33,3.2
29,'s-Hertogenbosch,Ordina Open,2009-06-15,International,Outdoor,Grass,1st Round,3,Shvedova Y.,Mayr P.,76.0,81.0,833.0,801.0,6.0,2.0,6.0,0.0,,,2.0,0.0,Completed,1.22,4.0,1.2,4.25,1.222,4.0,1.25,3.8,1.25,3.8
29,'s-Hertogenbosch,Ordina Open,2009-06-15,International,Outdoor,Grass,1st Round,3,Bondarenko K.,Flipkens K.,74.0,115.0,862.0,584.0,6.0,4.0,3.0,6.0,6.0,3.0,2.0,1.0,Completed,1.53,2.37,1.55,2.35,1.53,2.37,1.62,2.2,1.55,2.38
29,'s-Hertogenbosch,Ordina Open,2009-06-15,International,Outdoor,Grass,1st Round,3,Krajicek M.,Errani S.,129.0,41.0,499.0,1374.0,6.0,4.0,6.0,2.0,,,2.0,0.0,Completed,1.57,2.25,1.66,2.19,1.571,2.25,1.571,2.25,1.63,2.22
29,'s-Hertogenbosch,Ordina Open,2009-06-16,International,Outdoor,Grass,1st Round,3,Bondarenko A.,Foretz S.,32.0,119.0,1691.0,569.0,6.0,4.0,6.0,7.0,6.0,3.0,2.0,1.0,Completed,,,,,,,,,,
29,'s-Hertogenbosch,Ordina Open,2009-06-16,International,Outdoor,Grass,1st Round,3,Dechy N.,Cibulkova D.,77.0,14.0,828.0,3065.0,6.0,3.0,3.0,6.0,6.0,3.0,2.0,1.0,Completed,3.25,1.33,3.22,1.32,3.4,1.3,3.0,1.333,3.2,1.33
29,'s-Hertogenbosch,Ordina Open,2009-06-16,International,Outdoor,Grass,1st Round,3,Safina D.,Groenefeld A.L.,1.0,51.0,9801.0,1225.0,6.0,0.0,6.0,3.0,,,2.0,0.0,Completed,1.07,7.5,1.1,6.07,1.083,7.0,1.06,7.5,1.1,6.5
29,'s-Hertogenbosch,Ordina Open,2009-06-16,International,Outdoor,Grass,2nd Round,3,Pennetta F.,Pervak K.,15.0,169.0,2860.0,352.0,6.0,1.0,6.0,1.0,,,2.0,0.0,Completed,1.12,5.5,1.15,5.2,1.2,4.333,1.14,5.0,1.17,4.8
29,'s-Hertogenbosch,Ordina Open,2009-06-16,International,Outdoor,Grass,2nd Round,3,Wickmayer Y.,Cirstea S.,72.0,27.0,880.0,1796.0,6.0,4.0,6.0,3.0,,,2.0,0.0,Completed,1.44,2.62,1.45,2.6,1.4,2.75,1.44,2.63,1.4,2.9
29,'s-Hertogenbosch,Ordina Open,2009-06-16,International,Outdoor,Grass,2nd Round,3,Barrois K.,Krajicek M.,69.0,129.0,899.0,499.0,6.0,4.0,6.0,3.0,,,2.0,0.0,Completed,2.2,1.61,2.25,1.6,2.25,1.571,2.375,1.533,2.24,1.62
29,'s-Hertogenbosch,Ordina Open,2009-06-16,International,Outdoor,Grass,2nd Round,3,Tanasugarn T.,Benesova I.,47.0,35.0,1294.0,1510.0,6.0,3.0,6.0,1.0,,,2.0,0.0,Completed,1.4,2.75,1.47,2.6,1.444,2.625,1.444,2.625,1.43,2.75
29,'s-Hertogenbosch,Ordina Open,2009-06-17,International,Outdoor,Grass,2nd Round,3,Schiavone F.,Bondarenko A.,50.0,32.0,1241.0,1691.0,4.0,6.0,7.0,5.0,6.0,3.0,2.0,1.0,Completed,2.25,1.57,2.4,1.55,2.25,1.571,2.375,1.533,2.22,1.62
29,'s-Hertogenbosch,Ordina Open,2009-06-17,International,Outdoor,Grass,2nd Round,3,Hantuchova D.,Bondarenko K.,33.0,74.0,1629.0,862.0,2.0,6.0,6.0,2.0,6.0,1.0,2.0,1.0,Completed,1.36,3.0,1.35,3.0,1.36,3.0,1.44,2.63,,
29,'s-Hertogenbosch,Ordina Open,2009-06-17,International,Outdoor,Grass,2nd Round,3,Govortsova O.,Dechy N.,84.0,77.0,789.0,828.0,6.0,1.0,6.0,3.0,,,2.0,0.0,Completed,2.0,1.72,2.1,1.7,2,1.72,2.0,1.727,2.1,1.7
29,'s-Hertogenbosch,Ordina Open,2009-06-17,International,Outdoor,Grass,2nd Round,3,Safina D.,Shvedova Y.,1.0,76.0,9801.0,833.0,6.0,3.0,6.0,3.0,,,2.0,0.0,Completed,1.05,9.0,1.05,8.5,1.05,8.5,1.04,8.0,1.08,7.5
29,'s-Hertogenbosch,Ordina Open,2009-06-18,International,Outdoor,Grass,Quarterfinals,3,Schiavone F.,Govortsova O.,50.0,84.0,1241.0,789.0,6.0,1.0,6.0,3.0,,,2.0,0.0,Completed,1.66,2.1,1.65,2.15,1.615,2.2,1.73,2.0,1.63,2.22
29,'s-Hertogenbosch,Ordina Open,2009-06-18,International,Outdoor,Grass,Quarterfinals,3,Wickmayer Y.,Barrois K.,72.0,69.0,880.0,899.0,6.0,1.0,6.0,1.0,,,2.0,0.0,Completed,1.33,3.25,1.35,3.05,1.364,3.0,1.33,3.0,1.4,2.88
29,'s-Hertogenbosch,Ordina Open,2009-06-18,International,Outdoor,Grass,Quarterfinals,3,Tanasugarn T.,Pennetta F.,47.0,15.0,1294.0,2860.0,2.0,6.0,6.0,3.0,6.0,3.0,2.0,1.0,Completed,2.0,1.72,1.95,1.8,2.1,1.667,2.0,1.73,2.0,1.77
29,'s-Hertogenbosch,Ordina Open,2009-06-18,International,Outdoor,Grass,Quarterfinals,3,Safina D.,Hantuchova D.,1.0,33.0,9801.0,1629.0,1.0,6.0,6.0,4.0,6.0,3.0,2.0,1.0,Completed,1.12,5.5,1.13,5.5,1.14,5.0,1.13,5.5,1.15,5.2
29,'s-Hertogenbosch,Ordina Open,2009-06-19,International,Outdoor,Grass,Semifinals,3,Wickmayer Y.,Schiavone F.,72.0,50.0,880.0,1241.0,7.0,6.0,2.0,6.0,6.0,3.0,2.0,1.0,Completed,1.4,2.75,1.4,2.81,1.4,2.75,1.444,2.625,1.44,2.7
29,'s-Hertogenbosch,Ordina Open,2009-06-19,International,Outdoor,Grass,Semifinals,3,Tanasugarn T.,Safina D.,47.0,1.0,1294.0,9801.0,7.0,5.0,7.0,5.0,,,2.0,0.0,Completed,5.0,1.14,4.67,1.17,5,1.143,5.0,1.143,4.5,1.19
29,'s-Hertogenbosch,Ordina Open,2009-06-20,International,Outdoor,Grass,The Final,3,Tanasugarn T.,Wickmayer Y.,47.0,72.0,1294.0,880.0,6.0,3.0,7.0,5.0,,,2.0,0.0,Completed,1.72,2.1,1.7,2.1,1.667,2.1,1.73,2.0,1.77,2.02
30,London,Wimbledon,2009-06-22,Grand Slam,Outdoor,Grass,1st Round,3,Hantuchova D.,Robson L.,32.0,488.0,1639.0,69.0,3.0,6.0,6.0,4.0,6.0,2.0,2.0,1.0,Completed,1.08,7.0,1.11,5.95,1.14,5.0,1.13,5.5,1.15,5.2
30,London,Wimbledon,2009-06-22,Grand Slam,Outdoor,Grass,1st Round,3,Zheng J.,Barrois K.,16.0,68.0,2661.0,951.0,7.0,6.0,7.0,6.0,,,2.0,0.0,Completed,1.16,4.5,1.25,3.75,1.25,3.75,1.25,3.5,1.24,3.9
30,London,Wimbledon,2009-06-22,Grand Slam,Outdoor,Grass,1st Round,3,Mirza S.,Groenefeld A.L.,85.0,52.0,786.0,1225.0,6.0,2.0,2.0,6.0,6.0,2.0,2.0,1.0,Completed,1.5,2.5,1.55,2.35,1.571,2.25,1.53,2.38,1.63,2.22
30,London,Wimbledon,2009-06-22,Grand Slam,Outdoor,Grass,1st Round,3,Pavlyuchenkova A.,Cetkovska P.,29.0,153.0,1708.0,413.0,6.0,2.0,6.0,2.0,,,2.0,0.0,Completed,1.25,3.75,1.25,3.75,1.25,3.75,1.22,3.75,1.26,3.7
30,London,Wimbledon,2009-06-22,Grand Slam,Outdoor,Grass,1st Round,3,Kleybanova A.,Karatantcheva S.,31.0,150.0,1665.0,424.0,6.0,2.0,7.0,5.0,,,2.0,0.0,Completed,1.36,3.0,1.4,2.85,1.36,3.0,1.4,2.75,1.35,3.1
30,London,Wimbledon,2009-06-22,Grand Slam,Outdoor,Grass,1st Round,3,Dulko G.,Foretz S.,45.0,118.0,1319.0,569.0,6.0,3.0,7.0,5.0,,,2.0,0.0,Completed,1.33,3.25,1.3,3.35,1.3,3.4,1.25,3.5,1.28,3.55
30,London,Wimbledon,2009-06-22,Grand Slam,Outdoor,Grass,1st Round,3,Kulikova R.,Sprem K.,191.0,94.0,310.0,704.0,4.0,6.0,7.0,5.0,6.0,3.0,2.0,1.0,Completed,1.72,2.0,1.8,1.95,1.909,1.8,1.83,1.83,1.76,2.02
30,London,Wimbledon,2009-06-22,Grand Slam,Outdoor,Grass,1st Round,3,Cirstea S.,Gallovits E.,27.0,96.0,1756.0,684.0,7.0,5.0,6.0,1.0,,,2.0,0.0,Completed,1.16,4.5,1.23,3.89,1.222,4.0,1.25,3.5,1.18,4.65
30,London,Wimbledon,2009-06-22,Grand Slam,Outdoor,Grass,1st Round,3,Sharapova M.,Kutuzova V.,60.0,79.0,990.0,804.0,7.0,5.0,6.0,4.0,,,2.0,0.0,Completed,1.05,9.0,1.07,7.19,1.063,8.0,1.071,7.0,1.08,7.5
30,London,Wimbledon,2009-06-22,Grand Slam,Outdoor,Grass,1st Round,3,Cibulkova D.,Coin J.,13.0,65.0,3065.0,972.0,6.0,4.0,3.0,6.0,6.0,3.0,2.0,1.0,Completed,1.25,3.75,1.23,3.9,1.22,4.0,1.2,4.0,1.22,4.1
30,London,Wimbledon,2009-06-22,Grand Slam,Outdoor,Grass,1st Round,3,Radwanska U.,Zec Peskiric M.,71.0,98.0,903.0,676.0,6.0,3.0,6.0,3.0,,,2.0,0.0,Completed,1.1,6.5,1.09,7.0,1.12,5.5,1.17,4.5,1.14,5.5
30,London,Wimbledon,2009-06-22,Grand Slam,Outdoor,Grass,1st Round,3,Peer S.,Camerin M.E.,55.0,92.0,1140.0,717.0,6.0,2.0,7.0,6.0,,,2.0,0.0,Completed,1.9,1.8,1.95,1.8,1.8,1.909,1.8,1.91,1.82,1.94
30,London,Wimbledon,2009-06-22,Grand Slam,Outdoor,Grass,1st Round,3,Olaru I.,Dechy N.,75.0,77.0,869.0,838.0,1.0,6.0,7.0,6.0,6.0,2.0,2.0,1.0,Completed,3.0,1.36,2.85,1.4,2.75,1.4,2.75,1.4,2.95,1.38
30,London,Wimbledon,2009-06-22,Grand Slam,Outdoor,Grass,1st Round,3,Groth J.,Safarova L.,69.0,48.0,951.0,1284.0,6.0,3.0,3.0,6.0,6.0,3.0,2.0,1.0,Completed,2.0,1.72,2.1,1.7,2.1,1.667,2.1,1.67,2.1,1.7
30,London,Wimbledon,2009-06-22,Grand Slam,Outdoor,Grass,1st Round,3,Azarenka V.,Bremond S.,8.0,95.0,4746.0,702.0,6.0,2.0,,,,,1.0,0.0,Retired,1.05,9.0,1.04,9.25,1.05,8.5,1.05,8.0,1.05,9.0
30,London,Wimbledon,2009-06-22,Grand Slam,Outdoor,Grass,1st Round,3,Vinci R.,Rybarikova M.,53.0,40.0,1154.0,1347.0,6.0,3.0,6.0,2.0,,,2.0,0.0,Completed,3.0,1.36,2.91,1.38,2.75,1.4,2.38,1.53,2.86,1.4
30,London,Wimbledon,2009-06-22,Grand Slam,Outdoor,Grass,1st Round,3,Williams S.,Silva N.,2.0,154.0,8158.0,412.0,6.0,1.0,7.0,5.0,,,2.0,0.0,Completed,1.005,21.0,1.01,13.5,1.01,17.0,1.01,15.0,1.02,15.0
30,London,Wimbledon,2009-06-22,Grand Slam,Outdoor,Grass,1st Round,3,Schiavone F.,Wozniak A.,43.0,21.0,1331.0,2114.0,4.0,6.0,6.0,4.0,6.0,4.0,2.0,1.0,Completed,2.5,1.5,2.55,1.5,2.5,1.5,2.38,1.53,2.38,1.55
30,London,Wimbledon,2009-06-22,Grand Slam,Outdoor,Grass,1st Round,3,Bacsinszky T.,Manasieva V.,109.0,162.0,592.0,368.0,6.0,1.0,4.0,6.0,7.0,6.0,2.0,1.0,Completed,2.1,1.66,2.15,1.65,2.1,1.66,2.1,1.67,2.08,1.72
30,London,Wimbledon,2009-06-22,Grand Slam,Outdoor,Grass,1st Round,3,Larcherde Brito M.,Zakopalova K.,91.0,122.0,735.0,540.0,6.0,2.0,7.0,5.0,,,2.0,0.0,Completed,2.75,1.4,2.85,1.4,2.625,1.444,2.63,1.44,2.88,1.4
30,London,Wimbledon,2009-06-22,Grand Slam,Outdoor,Grass,1st Round,3,Petrova N.,Yakimova A.,10.0,81.0,3520.0,790.0,6.0,1.0,6.0,1.0,,,2.0,0.0,Completed,1.11,6.0,1.09,7.0,1.125,5.5,1.14,5.0,1.12,6.0
30,London,Wimbledon,2009-06-22,Grand Slam,Outdoor,Grass,1st Round,3,Razzano V.,Paszek T.,23.0,63.0,2089.0,980.0,6.0,0.0,3.0,1.0,,,1.0,0.0,Retired,1.1,6.5,1.1,6.25,1.125,5.5,1.08,6.5,1.09,7.0
30,London,Wimbledon,2009-06-22,Grand Slam,Outdoor,Grass,1st Round,3,Rezai A.,Morita A.,50.0,66.0,1271.0,961.0,6.0,2.0,6.0,2.0,,,2.0,0.0,Completed,1.25,3.75,1.3,3.35,1.3,3.4,1.25,3.5,1.25,3.8
30,London,Wimbledon,2009-06-22,Grand Slam,Outdoor,Grass,1st Round,3,Craybas J.,Pironkova T.,90.0,83.0,763.0,789.0,6.0,4.0,7.0,5.0,,,2.0,0.0,Completed,2.25,1.57,2.15,1.65,2.1,1.667,2.1,1.67,2.15,1.67
30,London,Wimbledon,2009-06-22,Grand Slam,Outdoor,Grass,1st Round,3,Dementieva E.,Kudryavtseva A.,4.0,70.0,6591.0,929.0,6.0,4.0,6.0,1.0,,,2.0,0.0,Completed,1.08,7.0,1.1,6.25,1.1,6.5,1.14,5.0,1.14,5.4
30,London,Wimbledon,2009-06-22,Grand Slam,Outdoor,Grass,1st Round,3,Vesnina E.,Wickmayer Y.,37.0,56.0,1399.0,1070.0,6.0,1.0,6.0,1.0,,,2.0,0.0,Completed,3.75,1.25,3.4,1.3,3.25,1.333,3.25,1.29,3.65,1.27
30,London,Wimbledon,2009-06-22,Grand Slam,Outdoor,Grass,1st Round,3,Sugiyama A.,Schnyder P.,38.0,22.0,1376.0,2112.0,6.0,4.0,6.0,4.0,,,2.0,0.0,Completed,1.61,2.2,1.67,2.12,1.615,2.2,1.67,2.1,1.66,2.18
30,London,Wimbledon,2009-06-22,Grand Slam,Outdoor,Grass,1st Round,3,Bartoli M.,Chan Y.J.,11.0,119.0,3235.0,559.0,6.0,0.0,6.0,0.0,,,2.0,0.0,Completed,1.11,6.0,1.18,4.65,1.143,5.0,,,1.16,5.0
30,London,Wimbledon,2009-06-22,Grand Slam,Outdoor,Grass,1st Round,3,Parra Santonja A.,Tanasugarn T.,206.0,47.0,275.0,1286.0,6.0,4.0,6.0,4.0,,,2.0,0.0,Completed,7.0,1.08,6.25,1.1,5.5,1.125,6.0,1.1,7.0,1.09
30,London,Wimbledon,2009-06-22,Grand Slam,Outdoor,Grass,1st Round,3,Johansson M.,South M.,86.0,129.0,783.0,493.0,7.0,5.0,7.0,6.0,,,2.0,0.0,Completed,2.62,1.44,2.6,1.45,2.5,1.5,2.75,1.4,2.4,1.54
30,London,Wimbledon,2009-06-23,Grand Slam,Outdoor,Grass,1st Round,3,Malek T.,Dokic J.,101.0,76.0,650.0,845.0,3.0,6.0,7.0,5.0,6.0,2.0,2.0,1.0,Completed,2.2,1.61,2.15,1.65,2.25,1.57,2.25,1.57,2.22,1.63
30,London,Wimbledon,2009-06-23,Grand Slam,Outdoor,Grass,1st Round,3,Bondarenko K.,Sevastova A.,73.0,126.0,890.0,528.0,6.0,3.0,7.0,6.0,,,2.0,0.0,Completed,1.5,2.5,1.45,2.6,1.444,2.625,1.44,2.63,1.46,2.64
30,London,Wimbledon,2009-06-23,Grand Slam,Outdoor,Grass,1st Round,3,Stosur S.,Mattek-Sands B.,19.0,57.0,2212.0,1051.0,6.0,4.0,6.0,7.0,6.0,2.0,2.0,1.0,Completed,1.14,5.0,1.17,4.67,1.167,4.5,1.2,4.0,1.18,4.6
30,London,Wimbledon,2009-06-23,Grand Slam,Outdoor,Grass,1st Round,3,Li N.,Voskoboeva G.,18.0,89.0,2302.0,764.0,7.0,6.0,6.0,0.0,,,2.0,0.0,Completed,1.08,7.0,1.1,6.25,1.125,5.5,1.1,6.0,1.1,6.75
30,London,Wimbledon,2009-06-23,Grand Slam,Outdoor,Grass,1st Round,3,Govortsova O.,Perebiynis T.,82.0,183.0,789.0,316.0,4.0,6.0,6.0,3.0,6.0,4.0,2.0,1.0,Completed,1.14,5.0,1.2,4.25,1.2,4.333,,,1.17,4.8
30,London,Wimbledon,2009-06-23,Grand Slam,Outdoor,Grass,1st Round,3,Kirilenko M.,Kvitova P.,59.0,61.0,1008.0,986.0,6.0,4.0,6.0,4.0,,,2.0,0.0,Completed,1.83,1.83,1.8,1.95,1.833,1.833,1.8,1.91,1.86,1.9
30,London,Wimbledon,2009-06-23,Grand Slam,Outdoor,Grass,1st Round,3,Jankovic J.,Goerges J.,6.0,93.0,6100.0,716.0,6.0,4.0,7.0,6.0,,,2.0,0.0,Completed,1.1,6.5,1.09,6.68,1.11,6.0,1.17,4.5,1.12,6.0
30,London,Wimbledon,2009-06-23,Grand Slam,Outdoor,Grass,1st Round,3,Benesova I.,O'Brien K.,35.0,108.0,1510.0,600.0,6.0,2.0,5.0,7.0,6.0,4.0,2.0,1.0,Completed,1.5,2.5,1.5,2.45,1.5,2.5,1.44,2.63,1.53,2.45
30,London,Wimbledon,2009-06-23,Grand Slam,Outdoor,Grass,1st Round,3,Wozniacki C.,Date Krumm K.,9.0,142.0,4680.0,459.0,5.0,7.0,6.0,3.0,6.0,1.0,2.0,1.0,Completed,1.02,12.0,1.03,10.5,1.02,11.0,1.03,10.0,1.02,15.0
30,London,Wimbledon,2009-06-23,Grand Slam,Outdoor,Grass,1st Round,3,Williams V.,Voegele S.,3.0,97.0,7217.0,684.0,6.0,3.0,6.0,2.0,,,2.0,0.0,Completed,1.01,15.0,1.02,11.5,1.03,10.0,1.01,13.0,1.03,12.0
