ATP,Location,Tournament,Date,Series,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,W1,L1,W2,L2,W3,L3,W4,L4,W5,L5,Wsets,Lsets,Comment,B365W,B365L,CBW,CBL,EXW,EXL,IWW,IWL,PSW,PSL
4,Auckland,Heineken Open,2004-01-12,International,Outdoor,Hard,1st Round,3,Kohlschreiber P.,Horna L.,198.0,60.0,6.0,4.0,6.0,3.0,,,,,,,2.0,0.0,Completed,2.5,1.5,2.15,1.65,2.35,1.55,1.35,2.5,2.16,1.746
4,Auckland,Heineken Open,2004-01-13,International,Outdoor,Hard,1st Round,3,Muller G.,Lapentti N.,193.0,55.0,7.0,5.0,6.0,7.0,6,1.0,,,,,2.0,1.0,Completed,2.75,1.4,2.85,1.36,2.92,1.37,2.7,1.3,3.05,1.408
4,Auckland,Heineken Open,2004-01-13,International,Outdoor,Hard,1st Round,3,Kuerten G.,Corretja A.,19.0,99.0,6.0,7.0,7.0,6.0,7,5.0,,,,,2.0,1.0,Completed,1.364,2.875,1.36,3.0,1.3,3.35,1.35,2.5,1.364,3.35
4,Auckland,Heineken Open,2004-01-13,International,Outdoor,Hard,1st Round,3,Hrbaty D.,Nielsen M.,54.0,578.0,6.0,3.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.1,6.5,1.13,5.5,1.11,5.84,1.1,4.5,1.138,6.5
4,Auckland,Heineken Open,2004-01-13,International,Outdoor,Hard,1st Round,3,Martin A.,Koubek S.,52.0,91.0,6.0,4.0,6.0,4.0,,,,,,,2.0,0.0,Completed,2.1,1.667,1.95,1.8,1.9,1.85,1.9,1.6,1.877,1.98
4,Auckland,Heineken Open,2004-01-13,International,Outdoor,Hard,1st Round,3,Hemmes F.,Soderling R.,215.0,56.0,6.0,2.0,6.0,3.0,,,,,,,2.0,0.0,Completed,2.87,1.36,3.0,1.35,3.46,1.28,3.0,1.25,3.55,1.328
4,Auckland,Heineken Open,2004-01-13,International,Outdoor,Hard,1st Round,3,Ancic M.,Rea S.,74.0,963.0,6.0,2.0,6.0,1.0,,,,,,,2.0,0.0,Completed,,,1.12,5.5,1.05,7.25,1.1,4.5,1.125,7.0
4,Auckland,Heineken Open,2004-01-13,International,Outdoor,Hard,1st Round,3,Nadal R.,Schalken S.,48.0,16.0,7.0,6.0,6.0,4.0,,,,,,,2.0,0.0,Completed,2.75,1.4,2.65,1.45,2.85,1.4,2.2,1.45,2.8,1.488
4,Auckland,Heineken Open,2004-01-13,International,Outdoor,Hard,1st Round,3,Spadea V.,Martin T.,29.0,66.0,6.0,3.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.727,2.0,1.7,2.1,1.65,2.15,1.75,1.75,1.719,2.23
4,Auckland,Heineken Open,2004-01-13,International,Outdoor,Hard,2nd Round,3,Kohlschreiber P.,Gaudio G.,198.0,34.0,7.0,6.0,6.0,1.0,,,,,,,2.0,0.0,Completed,,,,,,,,,,
4,Auckland,Heineken Open,2004-01-13,International,Outdoor,Hard,2nd Round,3,Novak J.,Muller G.,14.0,193.0,7.0,6.0,6.0,2.0,,,,,,,2.0,0.0,Completed,,,,,,,,,,
4,Auckland,Heineken Open,2004-01-14,International,Outdoor,Hard,2nd Round,3,Sluiter R.,Sanchez D.,58.0,49.0,7.0,6.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.4,2.75,1.57,2.35,1.45,2.6,1.4,2.3,1.556,2.62
4,Auckland,Heineken Open,2004-01-14,International,Outdoor,Hard,2nd Round,3,Hrbaty D.,Coria G.,54.0,5.0,,,,,,,,,,,,,Walkover,,,,,,,,,,
4,Auckland,Heineken Open,2004-01-14,International,Outdoor,Hard,2nd Round,3,Kuerten G.,Martin A.,19.0,52.0,6.0,2.0,6.0,4.0,,,,,,,2.0,0.0,Completed,,,,,,,,,,
4,Auckland,Heineken Open,2004-01-14,International,Outdoor,Hard,2nd Round,3,Spadea V.,Hemmes F.,29.0,215.0,6.0,1.0,6.0,2.0,,,,,,,2.0,0.0,Completed,,,,,,,,,,
4,Auckland,Heineken Open,2004-01-14,International,Outdoor,Hard,2nd Round,3,Carraz G.,Santoro F.,65.0,64.0,6.0,2.0,6.0,4.0,,,,,,,2.0,0.0,Completed,,,,,,,,,,
4,Auckland,Heineken Open,2004-01-14,International,Outdoor,Hard,2nd Round,3,Nadal R.,Ancic M.,48.0,74.0,7.0,6.0,7.0,6.0,,,,,,,2.0,0.0,Completed,,,,,,,,,,
4,Auckland,Heineken Open,2004-01-14,International,Outdoor,Hard,Quarterfinals,3,Novak J.,Sluiter R.,14.0,58.0,4.0,6.0,6.0,4.0,6,4.0,,,,,2.0,1.0,Completed,,,,,,,,,,
4,Auckland,Heineken Open,2004-01-15,International,Outdoor,Hard,Quarterfinals,3,Nadal R.,Carraz G.,48.0,65.0,2.0,1.0,,,,,,,,,0.0,0.0,Retired,,,,,,,,,,
4,Auckland,Heineken Open,2004-01-15,International,Outdoor,Hard,Quarterfinals,3,Kuerten G.,Spadea V.,19.0,29.0,6.0,2.0,7.0,6.0,,,,,,,2.0,0.0,Completed,,,,,,,,,,
4,Auckland,Heineken Open,2004-01-15,International,Outdoor,Hard,Quarterfinals,3,Hrbaty D.,Kohlschreiber P.,54.0,198.0,6.0,1.0,3.0,6.0,6,3.0,,,,,2.0,1.0,Completed,,,,,,,,,,
4,Auckland,Heineken Open,2004-01-16,International,Outdoor,Hard,Semifinals,3,Nadal R.,Novak J.,48.0,14.0,6.0,1.0,6.0,3.0,,,,,,,2.0,0.0,Completed,,,,,,,,,,
4,Auckland,Heineken Open,2004-01-16,International,Outdoor,Hard,Semifinals,3,Hrbaty D.,Kuerten G.,54.0,19.0,6.0,3.0,6.0,2.0,,,,,,,2.0,0.0,Completed,,,,,,,,,,
4,Auckland,Heineken Open,2004-01-17,International,Outdoor,Hard,The Final,3,Hrbaty D.,Nadal R.,54.0,48.0,4.0,6.0,6.0,2.0,7,5.0,,,,,2.0,1.0,Completed,,,,,,,,,,
5,Sydney,adidas International,2004-01-12,International,Outdoor,Hard,1st Round,3,Rusedski G.,Chela J.I.,112.0,40.0,7.0,6.0,7.0,6.0,,,,,,,2.0,0.0,Completed,,,,,,,,,,
5,Sydney,adidas International,2004-01-12,International,Outdoor,Hard,1st Round,3,Hewitt L.,Sargsian S.,15.0,38.0,6.0,4.0,6.0,2.0,,,,,,,2.0,0.0,Completed,,,,,,,,,,
5,Sydney,adidas International,2004-01-12,International,Outdoor,Hard,1st Round,3,Reid T.,Massu N.,172.0,12.0,7.0,6.0,2.0,6.0,6,4.0,,,,,2.0,1.0,Completed,,,,,,,,,,
5,Sydney,adidas International,2004-01-12,International,Outdoor,Hard,1st Round,3,Johansson J.,Schuettler R.,95.0,6.0,6.0,4.0,6.0,4.0,,,,,,,2.0,0.0,Completed,,,3.4,1.3,,,,,,
5,Sydney,adidas International,2004-01-13,International,Outdoor,Hard,1st Round,3,Ferreira W.,Blake J.,32.0,39.0,6.0,2.0,6.0,4.0,,,,,,,2.0,0.0,Completed,2.625,1.444,2.85,1.4,2.85,1.4,2.3,1.4,3.05,1.426
5,Sydney,adidas International,2004-01-13,International,Outdoor,Hard,1st Round,3,Mirnyi M.,Calleri A.,24.0,22.0,7.0,5.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.615,2.2,1.75,2.0,1.65,2.15,1.55,2.0,1.735,2.2
5,Sydney,adidas International,2004-01-13,International,Outdoor,Hard,1st Round,3,Verkerk M.,Arthurs W.,17.0,114.0,6.0,4.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.727,2.0,1.77,2.0,1.65,2.15,1.55,2.0,1.775,2.13
5,Sydney,adidas International,2004-01-13,International,Outdoor,Hard,1st Round,3,Mantilla F.,Gasquet R.,23.0,100.0,3.0,0.0,,,,,,,,,0.0,0.0,Retired,1.571,2.25,1.55,2.4,,,1.45,2.2,1.617,2.46
5,Sydney,adidas International,2004-01-13,International,Outdoor,Hard,1st Round,3,Kucera V.,Lopez F.,19.0,28.0,6.0,7.0,7.0,6.0,6,3.0,,,,,2.0,1.0,Completed,1.615,2.2,1.7,2.1,1.65,2.15,1.75,1.75,1.685,2.28
5,Sydney,adidas International,2004-01-13,International,Outdoor,Hard,1st Round,3,Philippoussis M.,Ramirez-Hidalgo R.,10.0,79.0,6.0,4.0,5.0,7.0,6,2.0,,,,,2.0,1.0,Completed,1.125,5.5,1.16,5.0,,,1.15,3.8,1.167,5.65
5,Sydney,adidas International,2004-01-13,International,Outdoor,Hard,1st Round,3,Clement A.,Fish M.,31.0,21.0,6.0,3.0,6.0,3.0,,,,,,,2.0,0.0,Completed,2.25,1.571,2.0,1.77,2.05,1.75,2.0,1.55,2.22,1.725
5,Sydney,adidas International,2004-01-13,International,Outdoor,Hard,1st Round,3,Llodra M.,Youzhny M.,119.0,45.0,6.0,4.0,6.0,2.0,,,,,,,2.0,0.0,Completed,2.1,1.667,2.25,1.6,2.2,1.65,1.9,1.6,2.49,1.606
5,Sydney,adidas International,2004-01-13,International,Outdoor,Hard,1st Round,3,Moya C.,Bogomolov A.,7.0,117.0,7.0,5.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.2,4.0,1.25,3.8,1.28,3.46,1.3,2.7,1.299,3.85
5,Sydney,adidas International,2004-01-13,International,Outdoor,Hard,1st Round,3,Guccione C.,Ferrero J.,447.0,3.0,6.0,3.0,7.0,6.0,,,,,,,2.0,0.0,Completed,7.0,1.083,7.0,1.08,7.25,1.05,5.0,1.05,10.5,1.075
5,Sydney,adidas International,2004-01-13,International,Outdoor,Hard,1st Round,3,Robredo T.,Costa A.,20.0,26.0,6.0,2.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.571,2.25,1.55,2.4,1.45,2.6,1.5,2.1,1.552,2.65
5,Sydney,adidas International,2004-01-14,International,Outdoor,Hard,1st Round,3,Srichaphan P.,Bjorkman J.,13.0,25.0,7.0,5.0,1.0,6.0,6,1.0,,,,,2.0,1.0,Completed,1.444,2.625,1.58,2.3,1.42,2.75,1.45,2.2,1.578,2.55
5,Sydney,adidas International,2004-01-14,International,Outdoor,Hard,2nd Round,3,Clement A.,Johansson J.,31.0,95.0,6.0,4.0,7.0,5.0,,,,,,,2.0,0.0,Completed,1.5,2.5,1.45,2.65,1.45,2.6,,,1.532,2.7
5,Sydney,adidas International,2004-01-14,International,Outdoor,Hard,2nd Round,3,Verkerk M.,Mirnyi M.,17.0,24.0,6.0,7.0,7.0,6.0,7,6.0,,,,,2.0,1.0,Completed,2.25,1.571,2.4,1.55,2.15,1.65,,,2.5,1.602
5,Sydney,adidas International,2004-01-14,International,Outdoor,Hard,2nd Round,3,Moya C.,Llodra M.,7.0,119.0,7.0,6.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.4,2.75,1.4,2.85,1.4,2.85,,,1.455,2.95
5,Sydney,adidas International,2004-01-14,International,Outdoor,Hard,2nd Round,3,Robredo T.,Srichaphan P.,20.0,13.0,4.0,6.0,6.0,1.0,7,6.0,,,,,2.0,1.0,Completed,,,2.25,1.6,,,,,,
5,Sydney,adidas International,2004-01-14,International,Outdoor,Hard,2nd Round,3,Hewitt L.,Kucera V.,15.0,19.0,6.0,4.0,6.0,1.0,,,,,,,2.0,0.0,Completed,1.167,4.5,1.16,5.0,1.17,4.67,,,1.208,4.95
5,Sydney,adidas International,2004-01-14,International,Outdoor,Hard,2nd Round,3,Reid T.,Mantilla F.,172.0,23.0,6.0,4.0,6.0,1.0,,,,,,,2.0,0.0,Completed,2.1,1.667,2.2,1.65,,,,,2.2,1.735
5,Sydney,adidas International,2004-01-14,International,Outdoor,Hard,2nd Round,3,Philippoussis M.,Rusedski G.,10.0,112.0,6.0,3.0,1.0,6.0,6,4.0,,,,,2.0,1.0,Completed,1.533,2.375,1.6,2.3,1.65,2.15,,,1.654,2.37
5,Sydney,adidas International,2004-01-14,International,Outdoor,Hard,2nd Round,3,Ferreira W.,Guccione C.,32.0,447.0,7.0,6.0,7.0,5.0,,,,,,,2.0,0.0,Completed,1.333,3.25,1.33,3.2,1.37,2.92,,,1.373,3.28
5,Sydney,adidas International,2004-01-15,International,Outdoor,Hard,Quarterfinals,3,Moya C.,Robredo T.,7.0,20.0,6.0,1.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.533,2.375,1.7,2.1,1.6,2.3,,,1.709,2.25
5,Sydney,adidas International,2004-01-15,International,Outdoor,Hard,Quarterfinals,3,Hewitt L.,Clement A.,15.0,31.0,6.0,1.0,4.0,6.0,6,3.0,,,,,2.0,1.0,Completed,1.222,4.0,1.22,4.1,1.25,3.75,,,1.235,4.65
5,Sydney,adidas International,2004-01-15,International,Outdoor,Hard,Quarterfinals,3,Ferreira W.,Reid T.,32.0,172.0,6.0,4.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.615,2.2,1.67,2.15,1.6,2.25,,,1.685,2.3
5,Sydney,adidas International,2004-01-15,International,Outdoor,Hard,Quarterfinals,3,Verkerk M.,Philippoussis M.,17.0,10.0,6.0,4.0,7.0,6.0,,,,,,,2.0,0.0,Completed,2.625,1.444,2.65,1.45,2.35,1.55,,,2.62,1.549
5,Sydney,adidas International,2004-01-16,International,Outdoor,Hard,Semifinals,3,Moya C.,Ferreira W.,7.0,32.0,6.0,2.0,6.0,1.0,,,,,,,2.0,0.0,Completed,1.444,2.625,1.5,2.5,1.45,2.6,,,1.513,2.75
5,Sydney,adidas International,2004-01-16,International,Outdoor,Hard,Semifinals,3,Hewitt L.,Verkerk M.,15.0,17.0,6.0,2.0,,,,,,,,,1.0,0.0,Retired,1.286,3.5,1.25,3.75,1.35,3.1,,,1.345,3.5
5,Sydney,adidas International,2004-01-17,International,Outdoor,Hard,The Final,3,Hewitt L.,Moya C.,15.0,7.0,4.0,3.0,,,,,,,,,0.0,0.0,Retired,1.615,2.2,1.6,2.25,1.67,2.12,,,1.667,2.34
6,Melbourne,Australian Open,2004-01-19,Grand Slam,Outdoor,Hard,1st Round,5,Davydenko N.,Clement A.,52.0,31.0,6.0,7.0,4.0,6.0,6,4.0,6.0,1.0,6.0,2.0,3.0,2.0,Completed,3.75,1.25,3.75,1.25,3.98,1.22,,,4.15,1.274
6,Melbourne,Australian Open,2004-01-19,Grand Slam,Outdoor,Hard,1st Round,5,Guccione C.,Jones A.,395.0,276.0,6.0,3.0,7.0,6.0,6,2.0,,,,,3.0,0.0,Completed,1.44,2.62,1.4,2.85,1.42,2.75,,,1.444,2.95
6,Melbourne,Australian Open,2004-01-19,Grand Slam,Outdoor,Hard,1st Round,5,Ginepri R.,Horna L.,33.0,61.0,7.0,5.0,6.0,3.0,6,3.0,,,,,3.0,0.0,Completed,1.2,4.333,1.18,4.65,1.14,5.19,,,1.213,4.95
6,Melbourne,Australian Open,2004-01-19,Grand Slam,Outdoor,Hard,1st Round,5,Chela J.I.,Labadze I.,40.0,70.0,6.0,4.0,6.0,3.0,3,6.0,6.0,3.0,,,3.0,1.0,Completed,1.333,3.25,,,1.28,3.46,,,1.308,3.75
6,Melbourne,Australian Open,2004-01-19,Grand Slam,Outdoor,Hard,1st Round,5,Beck K.,Koubek S.,63.0,92.0,6.0,4.0,6.0,0.0,2,6.0,6.0,4.0,,,3.0,1.0,Completed,2.0,1.727,1.9,1.85,1.8,1.95,,,1.877,1.98
6,Melbourne,Australian Open,2004-01-19,Grand Slam,Outdoor,Hard,1st Round,5,Patience O.,Andreev I.,171.0,79.0,4.0,6.0,4.0,6.0,7,6.0,6.0,1.0,6.0,2.0,3.0,2.0,Completed,2.75,1.4,3.0,1.36,3.35,1.3,,,3.3,1.37
6,Melbourne,Australian Open,2004-01-19,Grand Slam,Outdoor,Hard,1st Round,5,Ljubicic I.,Tursunov D.,36.0,98.0,7.0,6.0,6.0,4.0,5,7.0,6.0,2.0,,,3.0,1.0,Completed,1.286,3.5,1.28,3.5,1.25,3.3,,,1.323,3.65
6,Melbourne,Australian Open,2004-01-19,Grand Slam,Outdoor,Hard,1st Round,5,Lapentti N.,Hernandez O.,55.0,89.0,6.0,1.0,6.0,3.0,6,1.0,,,,,3.0,0.0,Completed,1.222,4.0,1.22,4.1,1.17,4.67,,,1.25,4.35
6,Melbourne,Australian Open,2004-01-19,Grand Slam,Outdoor,Hard,1st Round,5,Golmard J.,Portas A.,310.0,83.0,7.0,6.0,6.0,4.0,6,1.0,,,,,3.0,0.0,Completed,1.286,3.5,1.23,4.0,1.25,3.75,,,1.253,4.35
6,Melbourne,Australian Open,2004-01-19,Grand Slam,Outdoor,Hard,1st Round,5,Soderling R.,Schuettler R.,57.0,6.0,4.0,6.0,4.0,6.0,7,5.0,6.0,3.0,6.0,4.0,3.0,2.0,Completed,3.25,1.333,3.5,1.28,3.81,1.24,,,3.5,1.345
6,Melbourne,Australian Open,2004-01-19,Grand Slam,Outdoor,Hard,1st Round,5,Kuerten G.,van Lottum J.,19.0,94.0,5.0,7.0,6.0,0.0,6,1.0,2.0,6.0,8.0,6.0,3.0,2.0,Completed,1.2,4.333,1.2,4.25,1.25,3.75,,,1.241,4.55
6,Melbourne,Australian Open,2004-01-19,Grand Slam,Outdoor,Hard,1st Round,5,Dent T.,Verdasco F.,28.0,111.0,6.0,2.0,6.0,1.0,2,1.0,,,,,2.0,0.0,Retired,1.167,4.5,1.18,4.65,1.17,4.67,,,1.215,4.95
6,Melbourne,Australian Open,2004-01-19,Grand Slam,Outdoor,Hard,1st Round,5,Srichaphan P.,Acasuso J.,15.0,101.0,7.0,5.0,6.0,4.0,6,0.0,,,,,3.0,0.0,Completed,1.071,7.5,1.08,7.0,1.05,7.25,,,1.08,9.75
6,Melbourne,Australian Open,2004-01-19,Grand Slam,Outdoor,Hard,1st Round,5,Schalken S.,Carlsen K.,17.0,110.0,7.0,5.0,6.0,3.0,6,1.0,,,,,3.0,0.0,Completed,1.25,3.75,1.28,3.5,1.35,3.1,,,1.333,3.55
6,Melbourne,Australian Open,2004-01-19,Grand Slam,Outdoor,Hard,1st Round,5,Enqvist T.,Spadea V.,96.0,30.0,4.0,6.0,6.0,4.0,6,4.0,7.0,6.0,,,3.0,1.0,Completed,2.5,1.5,2.5,1.5,2.45,1.5,,,2.72,1.513
6,Melbourne,Australian Open,2004-01-19,Grand Slam,Outdoor,Hard,1st Round,5,Gaudio G.,Robredo T.,34.0,20.0,6.0,3.0,6.0,2.0,7,6.0,,,,,3.0,0.0,Completed,2.75,1.4,2.85,1.4,2.75,1.42,,,3.05,1.435
6,Melbourne,Australian Open,2004-01-19,Grand Slam,Outdoor,Hard,1st Round,5,Grosjean S.,Youzhny M.,10.0,47.0,6.0,1.0,6.0,4.0,7,5.0,,,,,3.0,0.0,Completed,1.333,3.25,1.3,3.4,1.25,3.6,,,1.313,3.75
6,Melbourne,Australian Open,2004-01-19,Grand Slam,Outdoor,Hard,1st Round,5,Escude N.,Lee H.T.,59.0,69.0,6.0,3.0,7.0,6.0,6,2.0,,,,,3.0,0.0,Completed,1.167,4.5,1.18,4.6,1.18,4.56,,,1.235,4.6
6,Melbourne,Australian Open,2004-01-19,Grand Slam,Outdoor,Hard,1st Round,5,Melzer J.,Behrend T.,78.0,103.0,6.0,1.0,6.0,1.0,6,2.0,,,,,3.0,0.0,Completed,1.533,2.375,1.55,2.4,1.48,2.53,,,1.575,2.58
6,Melbourne,Australian Open,2004-01-19,Grand Slam,Outdoor,Hard,1st Round,5,Karlovic I.,Fish M.,72.0,21.0,7.0,6.0,7.0,6.0,7,6.0,,,,,3.0,0.0,Completed,3.25,1.333,3.5,1.28,3.46,1.28,,,3.55,1.339
6,Melbourne,Australian Open,2004-01-19,Grand Slam,Outdoor,Hard,1st Round,5,Gambill J.M.,Carraz G.,62.0,60.0,6.0,2.0,6.0,3.0,,,,,,,2.0,0.0,Retired,,,,,1.85,1.85,,,2.04,1.833
6,Melbourne,Australian Open,2004-01-19,Grand Slam,Outdoor,Hard,1st Round,5,Martin T.,Dupuis A.,66.0,85.0,4.0,6.0,4.0,6.0,7,6.0,7.0,6.0,6.0,3.0,3.0,2.0,Completed,,,1.4,2.85,1.35,3.1,,,1.408,3.1
6,Melbourne,Australian Open,2004-01-19,Grand Slam,Outdoor,Hard,1st Round,5,Blanco G.,El Aynaoui Y.,99.0,18.0,4.0,1.0,,,,,,,,,,,Retired,,,,,3.75,1.25,,,4.35,1.25
6,Melbourne,Australian Open,2004-01-19,Grand Slam,Outdoor,Hard,1st Round,5,Berdych T.,Mahut N.,116.0,95.0,6.0,4.0,6.0,2.0,5,7.0,6.0,3.0,,,3.0,1.0,Completed,2.0,1.72,1.85,1.9,1.75,2.0,,,1.893,1.962
6,Melbourne,Australian Open,2004-01-19,Grand Slam,Outdoor,Hard,1st Round,5,Ferrer D.,Muller G.,74.0,175.0,7.0,6.0,6.0,1.0,6,3.0,,,,,3.0,0.0,Completed,2.2,1.615,2.15,1.67,2.35,1.55,,,2.28,1.694
6,Melbourne,Australian Open,2004-01-19,Grand Slam,Outdoor,Hard,1st Round,5,Roddick A.,Gonzalez F.,1.0,35.0,6.0,2.0,7.0,5.0,7,6.0,,,,,3.0,0.0,Completed,1.167,4.5,1.18,4.65,1.25,3.75,,,1.211,5.0
6,Melbourne,Australian Open,2004-01-19,Grand Slam,Outdoor,Hard,1st Round,5,Hrbaty D.,Saretta F.,44.0,48.0,6.0,3.0,6.0,3.0,6,3.0,,,,,3.0,0.0,Completed,1.25,3.75,1.3,3.35,1.3,3.35,,,1.323,3.65
6,Melbourne,Australian Open,2004-01-19,Grand Slam,Outdoor,Hard,1st Round,5,Ulihrach B.,Burgsmuller L.,205.0,75.0,6.0,4.0,3.0,6.0,6,2.0,6.0,1.0,,,3.0,1.0,Completed,1.571,2.25,1.67,2.15,1.6,2.25,,,1.709,2.25
6,Melbourne,Australian Open,2004-01-19,Grand Slam,Outdoor,Hard,1st Round,5,Blake J.,Miranda I.,39.0,126.0,6.0,1.0,6.0,4.0,6,4.0,,,,,3.0,0.0,Completed,,,,,,,,,,
6,Melbourne,Australian Open,2004-01-19,Grand Slam,Outdoor,Hard,1st Round,5,Nieminen J.,Massu N.,37.0,13.0,6.0,1.0,6.0,7.0,6,2.0,6.0,3.0,,,3.0,1.0,Completed,1.833,1.833,1.85,1.9,1.78,1.97,,,1.847,2.02
6,Melbourne,Australian Open,2004-01-19,Grand Slam,Outdoor,Hard,1st Round,5,Safin M.,Vahaly B.,86.0,84.0,6.0,2.0,3.0,6.0,6,3.0,6.0,4.0,,,3.0,1.0,Completed,1.143,5.0,1.12,5.75,1.11,5.84,,,1.129,7.0
6,Melbourne,Australian Open,2004-01-19,Grand Slam,Outdoor,Hard,1st Round,5,Agassi A.,Larkham T.,4.0,168.0,6.0,1.0,6.0,3.0,6,4.0,,,,,3.0,0.0,Completed,1.02,11.0,1.01,13.0,1.02,11.5,,,1.029,23.5
6,Melbourne,Australian Open,2004-01-20,Grand Slam,Outdoor,Hard,1st Round,5,Arazi H.,Mutis O.,51.0,106.0,7.0,5.0,2.0,6.0,6,0.0,6.0,3.0,,,3.0,1.0,Completed,1.333,3.25,1.3,3.4,1.28,3.46,1.25,3.0,1.29,4.0
6,Melbourne,Australian Open,2004-01-20,Grand Slam,Outdoor,Hard,1st Round,5,Costa A.,Rusedski G.,27.0,104.0,6.0,4.0,6.0,3.0,6,4.0,,,,,3.0,0.0,Completed,2.25,1.571,2.65,1.45,2.53,1.48,2.3,1.4,2.6,1.568
6,Melbourne,Australian Open,2004-01-20,Grand Slam,Outdoor,Hard,1st Round,5,Reid T.,Kutsenko V.,148.0,237.0,6.0,3.0,6.0,2.0,6,3.0,,,,,3.0,0.0,Completed,1.25,3.75,1.25,3.75,1.22,3.98,1.2,3.3,1.278,4.15
6,Melbourne,Australian Open,2004-01-20,Grand Slam,Outdoor,Hard,1st Round,5,Morrison J.,van Scheppingen D.,156.0,91.0,6.0,4.0,6.0,2.0,6,4.0,,,,,3.0,0.0,Completed,1.533,2.375,1.55,2.4,1.55,2.35,1.6,1.9,1.595,2.5
6,Melbourne,Australian Open,2004-01-20,Grand Slam,Outdoor,Hard,1st Round,5,Ascione T.,Mantilla F.,87.0,23.0,7.0,5.0,6.0,1.0,7,6.0,,,,,3.0,0.0,Completed,2.25,1.571,2.25,1.6,2.56,1.47,2.1,1.5,2.55,1.585
6,Melbourne,Australian Open,2004-01-20,Grand Slam,Outdoor,Hard,1st Round,5,Novak J.,Rochus O.,14.0,49.0,6.0,3.0,6.0,3.0,7,5.0,,,,,3.0,0.0,Completed,1.25,3.75,1.2,4.25,1.22,3.98,1.2,3.3,1.227,4.75
6,Melbourne,Australian Open,2004-01-20,Grand Slam,Outdoor,Hard,1st Round,5,Vacek J.,Ramirez-Hidalgo R.,125.0,77.0,6.0,2.0,3.0,6.0,6,3.0,6.0,4.0,,,3.0,1.0,Completed,1.727,2.0,1.95,1.8,1.95,1.8,1.75,1.75,2.07,1.813
6,Melbourne,Australian Open,2004-01-20,Grand Slam,Outdoor,Hard,1st Round,5,Martin A.,Lopez F.,53.0,29.0,3.0,6.0,4.0,6.0,7,6.0,6.0,4.0,6.0,2.0,3.0,2.0,Completed,2.5,1.5,2.55,1.48,2.34,1.56,2.7,1.3,2.58,1.575
6,Melbourne,Australian Open,2004-01-20,Grand Slam,Outdoor,Hard,1st Round,5,Johansson J.,Popp A.,90.0,88.0,6.0,4.0,7.0,6.0,6,4.0,,,,,3.0,0.0,Completed,1.571,2.25,1.45,2.65,1.44,2.67,1.45,2.2,1.556,2.64
6,Melbourne,Australian Open,2004-01-20,Grand Slam,Outdoor,Hard,1st Round,5,Federer R.,Bogomolov A.,2.0,117.0,6.0,3.0,6.0,4.0,6,0.0,,,,,3.0,0.0,Completed,1.083,7.0,1.05,8.5,1.07,7.19,1.1,4.5,1.108,8.0
6,Melbourne,Australian Open,2004-01-20,Grand Slam,Outdoor,Hard,1st Round,5,Volandri F.,Kiefer N.,46.0,58.0,6.0,3.0,4.0,6.0,6,3.0,6.0,4.0,,,3.0,1.0,Completed,2.5,1.5,2.25,1.6,2.3,1.6,2.2,1.45,2.38,1.649
6,Melbourne,Australian Open,2004-01-20,Grand Slam,Outdoor,Hard,1st Round,5,Ancic M.,Sluiter R.,73.0,56.0,6.0,7.0,6.0,4.0,3,6.0,6.0,4.0,6.0,3.0,3.0,2.0,Completed,1.833,1.833,1.85,1.9,1.8,1.95,1.6,1.9,1.82,2.06
6,Melbourne,Australian Open,2004-01-20,Grand Slam,Outdoor,Hard,1st Round,5,Sargsian S.,Bjorkman J.,38.0,26.0,6.0,2.0,6.0,3.0,6,1.0,,,,,3.0,0.0,Completed,2.25,1.571,2.25,1.6,2.15,1.65,2.0,1.55,2.36,1.658
6,Melbourne,Australian Open,2004-01-20,Grand Slam,Outdoor,Hard,1st Round,5,Saulnier C.,Coria G.,76.0,5.0,7.0,6.0,6.0,2.0,6,4.0,,,,,3.0,0.0,Completed,,,4.25,1.2,3.75,1.25,3.0,1.25,4.4,1.25
6,Melbourne,Australian Open,2004-01-20,Grand Slam,Outdoor,Hard,1st Round,5,Arthurs W.,Karanusic R.,114.0,163.0,7.0,6.0,6.0,4.0,6,7.0,6.0,7.0,6.0,2.0,3.0,2.0,Completed,1.57,2.25,1.65,2.2,1.65,2.2,,,1.676,2.32
6,Melbourne,Australian Open,2004-01-20,Grand Slam,Outdoor,Hard,1st Round,5,Nadal R.,Tabara M.,41.0,215.0,6.0,1.0,6.0,2.0,6,2.0,,,,,3.0,0.0,Completed,1.2,4.333,1.14,5.25,1.2,4.25,1.15,3.8,1.16,5.75
