ATP,Location,Tournament,Date,Series,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,WPts,LPts,W1,L1,W2,L2,W3,L3,W4,L4,W5,L5,Wsets,Lsets,Comment,B365W,B365L,CBW,CBL,EXW,EXL,IWW,IWL,PSW,PSL
61,Vienna,BA-CA Tennis Trophy,2005-10-10,International Gold,Indoor,Hard,1st Round,3,Eitzinger R.,Almagro N.,229,107.0,155.0,395.0,7.0,6.0,6,2,,,,,,,2.0,0.0,Completed,,,,,,,2.9,1.3,,
61,Vienna,BA-CA Tennis Trophy,2005-10-10,International Gold,Indoor,Hard,1st Round,3,Henman T.,Dupuis A.,27,118.0,1100.0,363.0,7.0,5.0,6,3,,,,,,,2.0,0.0,Completed,1.19,4.0,1.22,4.1,1.28,3.46,1.25,3.2,1.308,3.95
61,Vienna,BA-CA Tennis Trophy,2005-10-10,International Gold,Indoor,Hard,1st Round,3,Lapentti N.,Seppi A.,79,67.0,490.0,555.0,7.0,5.0,7,6,,,,,,,2.0,0.0,Completed,2.37,1.53,2.6,1.48,2.45,1.5,2.1,1.55,2.64,1.575
61,Vienna,BA-CA Tennis Trophy,2005-10-10,International Gold,Indoor,Hard,1st Round,3,Lopez F.,Peya A.,23,266.0,1220.0,132.0,6.0,3.0,3,6,6,2,,,,,2.0,1.0,Completed,1.08,6.5,1.1,6.5,1.1,6.75,1.1,5.0,1.167,6.4
61,Vienna,BA-CA Tennis Trophy,2005-10-11,International Gold,Indoor,Hard,1st Round,3,Minar I.,Kim K.,75,81.0,509.0,484.0,7.0,6.0,6,3,,,,,,,2.0,0.0,Completed,1.72,2.0,1.7,2.1,1.65,2.15,1.8,1.8,1.8,2.15
61,Vienna,BA-CA Tennis Trophy,2005-10-11,International Gold,Indoor,Hard,1st Round,3,Stepanek R.,Horna L.,15,65.0,1480.0,590.0,6.0,7.0,6,0,6,3,,,,,2.0,1.0,Completed,1.36,2.87,1.45,2.7,1.44,2.67,1.3,2.9,1.476,2.9
61,Vienna,BA-CA Tennis Trophy,2005-10-11,International Gold,Indoor,Hard,1st Round,3,Robredo T.,Mello R.,18,104.0,1350.0,398.0,7.0,5.0,3,6,6,2,,,,,2.0,1.0,Completed,1.16,4.5,1.16,5.0,1.15,5.2,1.15,4.0,1.198,5.55
61,Vienna,BA-CA Tennis Trophy,2005-10-11,International Gold,Indoor,Hard,1st Round,3,Lisnard J.R.,Koubek S.,138,102.0,300.0,408.0,4.0,6.0,7,6,6,3,,,,,2.0,1.0,Completed,3.0,1.33,3.25,1.32,3.35,1.3,2.7,1.35,3.42,1.382
61,Vienna,BA-CA Tennis Trophy,2005-10-11,International Gold,Indoor,Hard,1st Round,3,Haas T.,Zib T.,40,63.0,880.0,621.0,6.0,4.0,6,3,,,,,,,2.0,0.0,Completed,1.16,4.5,1.15,5.15,1.17,4.67,1.1,5.0,1.245,4.68
61,Vienna,BA-CA Tennis Trophy,2005-10-11,International Gold,Indoor,Hard,1st Round,3,Ferrero J.C.,Wawrinka S.,22,60.0,1290.0,632.0,3.0,6.0,6,2,6,3,,,,,2.0,1.0,Completed,1.28,3.25,1.3,3.4,1.28,3.46,1.3,2.9,1.386,3.39
61,Vienna,BA-CA Tennis Trophy,2005-10-12,International Gold,Indoor,Hard,1st Round,3,Ljubicic I.,Calleri A.,13,61.0,1530.0,632.0,6.0,4.0,6,3,,,,,,,2.0,0.0,Completed,1.14,5.0,1.2,4.4,1.2,4.25,1.25,3.2,1.227,5.01
61,Vienna,BA-CA Tennis Trophy,2005-10-12,International Gold,Indoor,Hard,1st Round,3,Moya C.,Phau B.,31,84.0,1005.0,477.0,7.0,5.0,6,4,,,,,,,2.0,0.0,Completed,1.28,3.25,1.33,3.2,1.28,3.46,1.25,3.2,1.398,3.31
61,Vienna,BA-CA Tennis Trophy,2005-10-12,International Gold,Indoor,Hard,1st Round,3,Melzer J.,Gaudio G.,52,11.0,725.0,1725.0,6.0,7.0,6,3,7,6,,,,,2.0,1.0,Completed,1.8,1.9,1.7,2.1,1.75,2.0,1.7,1.9,1.787,2.17
61,Vienna,BA-CA Tennis Trophy,2005-10-12,International Gold,Indoor,Hard,1st Round,3,Nalbandian D.,Grosjean S.,9,32.0,1905.0,1000.0,6.0,4.0,6,7,6,2,,,,,2.0,1.0,Completed,1.5,2.5,1.48,2.6,1.55,2.35,1.5,2.2,1.546,2.73
61,Vienna,BA-CA Tennis Trophy,2005-10-12,International Gold,Indoor,Hard,2nd Round,3,Robredo T.,Minar I.,18,75.0,1350.0,509.0,7.0,6.0,6,4,,,,,,,2.0,0.0,Completed,1.33,3.25,1.33,3.2,1.35,3.1,1.3,2.9,1.333,3.7
61,Vienna,BA-CA Tennis Trophy,2005-10-12,International Gold,Indoor,Hard,2nd Round,3,Stepanek R.,Henman T.,15,27.0,1480.0,1100.0,6.0,7.0,7,6,6,1,,,,,2.0,1.0,Completed,2.1,1.66,2.0,1.77,1.95,1.8,2.1,1.55,2.21,1.763
61,Vienna,BA-CA Tennis Trophy,2005-10-13,International Gold,Indoor,Hard,2nd Round,3,Gonzalez F.,Moya C.,20,31.0,1325.0,1005.0,6.0,4.0,7,5,,,,,,,2.0,0.0,Completed,1.61,2.2,1.57,2.35,1.55,2.35,1.7,1.9,1.633,2.48
61,Vienna,BA-CA Tennis Trophy,2005-10-13,International Gold,Indoor,Hard,2nd Round,3,Ferrero J.C.,Lapentti N.,22,79.0,1290.0,490.0,6.0,4.0,6,4,,,,,,,2.0,0.0,Completed,1.25,3.75,1.25,3.85,1.25,3.9,1.25,3.2,1.267,4.45
61,Vienna,BA-CA Tennis Trophy,2005-10-13,International Gold,Indoor,Hard,2nd Round,3,Lopez F.,Marach O.,23,127.0,1220.0,339.0,6.0,4.0,6,7,7,5,,,,,2.0,1.0,Completed,1.16,4.5,1.18,4.65,1.25,3.9,1.15,4.0,1.242,4.74
61,Vienna,BA-CA Tennis Trophy,2005-10-13,International Gold,Indoor,Hard,2nd Round,3,Nalbandian D.,Eitzinger R.,9,229.0,1905.0,155.0,6.0,1.0,7,5,,,,,,,2.0,0.0,Completed,,,1.06,8.5,1.05,8.5,1.05,6.0,1.082,11.25
61,Vienna,BA-CA Tennis Trophy,2005-10-13,International Gold,Indoor,Hard,2nd Round,3,Lisnard J.R.,Melzer J.,138,52.0,300.0,725.0,5.0,7.0,6,2,7,6,,,,,2.0,1.0,Completed,3.75,1.25,4.4,1.2,4.25,1.2,3.6,1.2,5.1,1.222
61,Vienna,BA-CA Tennis Trophy,2005-10-13,International Gold,Indoor,Hard,2nd Round,3,Ljubicic I.,Haas T.,13,40.0,1530.0,880.0,6.0,3.0,6,3,,,,,,,2.0,0.0,Completed,1.57,2.25,1.6,2.3,1.6,2.3,1.55,2.1,1.546,2.73
61,Vienna,BA-CA Tennis Trophy,2005-10-14,International Gold,Indoor,Hard,Quarterfinals,3,Stepanek R.,Lopez F.,15,23.0,1480.0,1220.0,7.0,6.0,7,6,,,,,,,2.0,0.0,Completed,1.61,2.2,1.62,2.3,1.6,2.3,1.45,2.35,1.617,2.52
61,Vienna,BA-CA Tennis Trophy,2005-10-14,International Gold,Indoor,Hard,Quarterfinals,3,Ljubicic I.,Gonzalez F.,13,20.0,1530.0,1325.0,6.0,3.0,7,5,,,,,,,2.0,0.0,Completed,1.53,2.37,1.55,2.45,1.55,2.35,1.55,2.1,1.524,2.78
61,Vienna,BA-CA Tennis Trophy,2005-10-14,International Gold,Indoor,Hard,Quarterfinals,3,Ferrero J.C.,Nalbandian D.,22,9.0,1290.0,1905.0,7.0,6.0,6,3,,,,,,,2.0,0.0,Completed,2.2,1.61,2.35,1.6,2.15,1.65,2.1,1.55,2.35,1.69
61,Vienna,BA-CA Tennis Trophy,2005-10-14,International Gold,Indoor,Hard,Quarterfinals,3,Robredo T.,Lisnard J.R.,18,138.0,1350.0,300.0,6.0,1.0,6,1,,,,,,,2.0,0.0,Completed,1.19,4.33,1.2,4.55,1.2,4.25,1.2,3.6,1.211,5.35
61,Vienna,BA-CA Tennis Trophy,2005-10-15,International Gold,Indoor,Hard,Semifinals,3,Ferrero J.C.,Stepanek R.,22,15.0,1290.0,1480.0,7.0,6.0,6,3,,,,,,,2.0,0.0,Completed,1.8,1.9,1.85,1.95,1.7,2.1,1.75,1.85,1.862,2.06
61,Vienna,BA-CA Tennis Trophy,2005-10-15,International Gold,Indoor,Hard,Semifinals,3,Ljubicic I.,Robredo T.,13,18.0,1530.0,1350.0,7.0,6.0,6,4,,,,,,,2.0,0.0,Completed,1.33,3.25,1.3,3.4,1.3,3.35,1.35,2.7,1.307,3.96
61,Vienna,BA-CA Tennis Trophy,2005-10-16,International Gold,Indoor,Hard,The Final,5,Ljubicic I.,Ferrero J.C.,13,22.0,1530.0,1290.0,6.0,2.0,6,4,7,6,,,,,3.0,0.0,Completed,1.5,2.5,1.47,2.65,1.5,2.45,1.45,2.35,1.541,2.75
62,Madrid,Madrid Masters,2005-10-17,Masters,Indoor,Hard,1st Round,3,Calleri A.,Costa A.,61,102.0,632.0,410.0,6.0,0.0,7,5,,,,,,,2.0,0.0,Completed,,,,,1.2,4.25,1.3,2.9,1.236,4.84
62,Madrid,Madrid Masters,2005-10-17,Masters,Indoor,Hard,1st Round,3,Chela J.I.,Massu N.,47,49.0,755.0,740.0,6.0,2.0,6,3,,,,,,,2.0,0.0,Completed,1.57,2.25,1.53,2.5,1.6,2.25,1.6,2.0,1.581,2.62
62,Madrid,Madrid Masters,2005-10-17,Masters,Indoor,Hard,1st Round,3,Hanescu V.,Zib T.,42,63.0,827.0,621.0,6.0,1.0,6,4,,,,,,,2.0,0.0,Completed,1.53,2.37,1.57,2.4,1.65,2.15,1.45,2.35,1.68,2.37
62,Madrid,Madrid Masters,2005-10-17,Masters,Indoor,Hard,1st Round,3,Melzer J.,Spadea V.,51,62.0,730.0,625.0,3.0,6.0,6,4,6,4,,,,,2.0,1.0,Completed,2.1,1.66,1.95,1.85,2.0,1.75,1.8,1.8,2.02,1.893
62,Madrid,Madrid Masters,2005-10-17,Masters,Indoor,Hard,1st Round,3,Haas T.,Pavel A.,40,48.0,845.0,755.0,7.0,6.0,6,2,,,,,,,2.0,0.0,Completed,1.5,2.5,1.5,2.6,1.42,2.75,1.5,2.2,1.463,2.96
62,Madrid,Madrid Masters,2005-10-17,Masters,Indoor,Hard,1st Round,3,Grosjean S.,Lopez F.,34,31.0,1000.0,1030.0,7.0,5.0,4,6,6,2,,,,,2.0,1.0,Completed,1.8,1.9,1.81,2.0,1.87,1.87,1.65,1.95,1.833,2.1
62,Madrid,Madrid Masters,2005-10-17,Masters,Indoor,Hard,1st Round,3,Martin A.,Novak J.,54,35.0,686.0,950.0,3.0,6.0,7,6,6,4,,,,,2.0,1.0,Completed,1.8,1.9,1.7,2.1,1.65,2.15,1.9,1.7,1.769,2.2
62,Madrid,Madrid Masters,2005-10-17,Masters,Indoor,Hard,1st Round,3,Verdasco F.,Mathieu P.H.,39,57.0,885.0,673.0,6.0,4.0,3,6,6,3,,,,,2.0,1.0,Completed,1.44,2.62,1.4,2.95,1.42,2.75,1.55,2.1,1.446,3.04
62,Madrid,Madrid Masters,2005-10-17,Masters,Indoor,Hard,1st Round,3,Henman T.,Dent T.,26,28.0,1120.0,1115.0,6.0,2.0,6,4,,,,,,,2.0,0.0,Completed,2.1,1.66,2.05,1.76,1.95,1.8,1.85,1.75,2.18,1.781
62,Madrid,Madrid Masters,2005-10-18,Masters,Indoor,Hard,1st Round,3,Karlovic I.,Rusedski G.,86,38.0,470.0,893.0,6.0,7.0,7,6,7,6,,,,,2.0,1.0,Completed,2.1,1.66,2.1,1.73,2.1,1.7,1.95,1.65,2.15,1.8
62,Madrid,Madrid Masters,2005-10-18,Masters,Indoor,Hard,1st Round,3,Rochus C.,Monfils G.,52,37.0,720.0,894.0,6.0,4.0,6,4,,,,,,,2.0,0.0,Completed,3.5,1.28,3.65,1.28,4.06,1.21,3.2,1.25,4.32,1.276
62,Madrid,Madrid Masters,2005-10-18,Masters,Indoor,Hard,1st Round,3,Moya C.,Volandri F.,33,41.0,1005.0,836.0,6.0,1.0,6,2,,,,,,,2.0,0.0,Completed,1.22,4.0,1.25,4.0,1.25,3.9,1.25,3.2,1.286,4.2
62,Madrid,Madrid Masters,2005-10-18,Masters,Indoor,Hard,1st Round,3,Beck K.,Kiefer N.,45,30.0,771.0,1070.0,6.0,2.0,2,1,,,,,,,1.0,0.0,Retired,2.25,1.57,2.2,1.67,2.45,1.5,2.2,1.5,2.45,1.645
62,Madrid,Madrid Masters,2005-10-18,Masters,Indoor,Hard,1st Round,3,Mirnyi M.,Ferrero J.C.,25,16.0,1125.0,1425.0,7.0,5.0,7,6,,,,,,,2.0,0.0,Completed,2.75,1.39,2.85,1.42,2.85,1.4,2.5,1.4,3.26,1.407
62,Madrid,Madrid Masters,2005-10-18,Masters,Indoor,Hard,1st Round,3,Rochus O.,Berdych T.,24,50.0,1135.0,736.0,1.0,6.0,7,6,6,3,,,,,2.0,1.0,Completed,1.72,2.0,1.85,1.95,1.85,1.9,1.7,1.9,1.82,2.12
62,Madrid,Madrid Masters,2005-10-18,Masters,Indoor,Hard,1st Round,3,Acasuso J.,Youzhny M.,55,29.0,678.0,1090.0,6.0,7.0,6,4,2,0,,,,,1.0,1.0,Retired,3.25,1.33,3.2,1.35,2.85,1.4,2.9,1.3,3.1,1.435
62,Madrid,Madrid Masters,2005-10-18,Masters,Indoor,Hard,2nd Round,3,Ginepri R.,Grosjean S.,21,34.0,1270.0,1000.0,4.0,6.0,6,4,6,4,,,,,2.0,1.0,Completed,2.0,1.72,2.1,1.73,1.95,1.8,1.9,1.7,2.26,1.735
62,Madrid,Madrid Masters,2005-10-18,Masters,Indoor,Hard,2nd Round,3,Ferrer D.,Calleri A.,18,61.0,1380.0,632.0,6.0,3.0,4,6,6,4,,,,,2.0,1.0,Completed,1.9,1.8,2.1,1.73,2.05,1.75,1.85,1.75,2.13,1.813
62,Madrid,Madrid Masters,2005-10-18,Masters,Indoor,Hard,2nd Round,3,Nalbandian D.,Melzer J.,9,51.0,1905.0,730.0,7.0,6.0,6,3,,,,,,,2.0,0.0,Completed,1.16,4.5,1.2,4.55,1.15,5.2,1.2,3.6,1.208,5.41
62,Madrid,Madrid Masters,2005-10-18,Masters,Indoor,Hard,2nd Round,3,Gonzalez F.,Verdasco F.,19,39.0,1360.0,885.0,6.0,3.0,1,6,6,3,,,,,2.0,1.0,Completed,1.66,2.1,1.77,2.05,1.65,2.2,1.55,2.1,1.735,2.26
62,Madrid,Madrid Masters,2005-10-19,Masters,Indoor,Hard,2nd Round,3,Coria G.,Rochus C.,7,52.0,2110.0,720.0,6.0,3.0,6,4,,,,,,,2.0,0.0,Completed,1.16,4.5,1.17,5.0,1.15,4.92,1.15,4.0,1.222,5.1
62,Madrid,Madrid Masters,2005-10-19,Masters,Indoor,Hard,2nd Round,3,Hrbaty D.,Haas T.,22,40.0,1241.0,845.0,6.0,4.0,6,2,,,,,,,2.0,0.0,Completed,1.83,1.83,2.05,1.77,2.1,1.7,1.8,1.8,2.08,1.847
62,Madrid,Madrid Masters,2005-10-19,Masters,Indoor,Hard,2nd Round,3,Johansson T.,Chela J.I.,15,47.0,1505.0,755.0,7.0,6.0,6,3,,,,,,,2.0,0.0,Completed,1.44,2.62,1.5,2.6,1.55,2.35,1.4,2.5,1.578,2.63
62,Madrid,Madrid Masters,2005-10-19,Masters,Indoor,Hard,2nd Round,3,Rochus O.,Ancic M.,24,20.0,1135.0,1360.0,1.0,6.0,6,4,7,6,,,,,2.0,1.0,Completed,2.2,1.61,2.15,1.7,2.3,1.6,2.1,1.55,2.2,1.769
62,Madrid,Madrid Masters,2005-10-19,Masters,Indoor,Hard,2nd Round,3,Acasuso J.,Gaudio G.,55,11.0,678.0,1725.0,7.0,6.0,6,2,,,,,,,2.0,0.0,Completed,2.25,1.57,2.35,1.6,2.15,1.65,2.2,1.5,2.25,1.741
62,Madrid,Madrid Masters,2005-10-19,Masters,Indoor,Hard,2nd Round,3,Stepanek R.,Henman T.,14,26.0,1530.0,1120.0,6.0,4.0,1,6,6,3,,,,,2.0,1.0,Completed,2.0,1.72,2.1,1.73,2.15,1.65,1.8,1.8,2.31,1.709
62,Madrid,Madrid Masters,2005-10-19,Masters,Indoor,Hard,2nd Round,3,Davydenko N.,Beck K.,8,45.0,2000.0,771.0,6.0,4.0,6,1,,,,,,,2.0,0.0,Completed,1.57,2.25,1.67,2.2,1.65,2.15,1.55,2.1,1.714,2.3
62,Madrid,Madrid Masters,2005-10-19,Masters,Indoor,Hard,2nd Round,3,Puerta M.,Mirnyi M.,10,25.0,1784.0,1125.0,7.0,6.0,7,6,,,,,,,2.0,0.0,Completed,3.39,1.3,3.3,1.33,3.22,1.32,2.7,1.35,3.6,1.357
62,Madrid,Madrid Masters,2005-10-19,Masters,Indoor,Hard,2nd Round,3,Ljubicic I.,Martin A.,12,54.0,1640.0,686.0,6.0,3.0,7,6,,,,,,,2.0,0.0,Completed,1.12,5.5,1.12,6.25,1.1,6.75,1.1,5.0,1.146,7.14
62,Madrid,Madrid Masters,2005-10-19,Masters,Indoor,Hard,2nd Round,3,Nadal R.,Hanescu V.,2,42.0,4475.0,827.0,7.0,6.0,6,3,,,,,,,2.0,0.0,Completed,1.1,6.5,1.15,5.5,1.15,5.2,1.1,5.0,1.154,6.9
62,Madrid,Madrid Masters,2005-10-19,Masters,Indoor,Hard,2nd Round,3,Karlovic I.,Roddick A.,86,3.0,470.0,3115.0,3.0,6.0,7,6,7,6,,,,,2.0,1.0,Completed,3.5,1.28,3.5,1.3,3.1,1.35,3.2,1.25,3.45,1.364
62,Madrid,Madrid Masters,2005-10-19,Masters,Indoor,Hard,2nd Round,3,Robredo T.,Moya C.,17,33.0,1420.0,1005.0,6.0,4.0,3,6,6,1,,,,,2.0,1.0,Completed,2.1,1.66,2.1,1.73,2.05,1.75,1.95,1.65,2.31,1.709
62,Madrid,Madrid Masters,2005-10-20,Masters,Indoor,Hard,3rd Round,3,Nalbandian D.,Johansson T.,9,15.0,1905.0,1505.0,6.0,3.0,7,5,,,,,,,2.0,0.0,Completed,1.57,2.25,1.65,2.25,1.7,2.1,1.65,1.95,1.704,2.32
62,Madrid,Madrid Masters,2005-10-20,Masters,Indoor,Hard,3rd Round,3,Stepanek R.,Acasuso J.,14,55.0,1530.0,678.0,7.0,6.0,4,6,7,6,,,,,2.0,1.0,Completed,1.33,3.25,1.3,3.5,1.25,3.75,1.3,2.9,1.366,3.53
62,Madrid,Madrid Masters,2005-10-20,Masters,Indoor,Hard,3rd Round,3,Ginepri R.,Davydenko N.,21,8.0,1270.0,2000.0,6.0,3.0,7,5,,,,,,,2.0,0.0,Completed,2.0,1.72,2.2,1.67,2.3,1.6,2.1,1.55,2.26,1.735
62,Madrid,Madrid Masters,2005-10-20,Masters,Indoor,Hard,3rd Round,3,Karlovic I.,Hrbaty D.,86,22.0,470.0,1241.0,7.0,6.0,7,6,,,,,,,2.0,0.0,Completed,1.9,1.8,1.9,1.9,1.87,1.87,1.9,1.7,1.901,2.01
62,Madrid,Madrid Masters,2005-10-20,Masters,Indoor,Hard,3rd Round,3,Ljubicic I.,Rochus O.,12,24.0,1640.0,1135.0,6.0,4.0,6,4,,,,,,,2.0,0.0,Completed,1.25,3.75,1.28,3.65,1.2,4.25,1.3,2.9,1.279,4.28
62,Madrid,Madrid Masters,2005-10-20,Masters,Indoor,Hard,3rd Round,3,Ferrer D.,Puerta M.,18,10.0,1380.0,1784.0,6.0,7.0,6,1,6,4,,,,,2.0,1.0,Completed,1.61,2.2,1.65,2.25,1.78,1.97,1.6,2.0,1.746,2.24
62,Madrid,Madrid Masters,2005-10-20,Masters,Indoor,Hard,3rd Round,3,Nadal R.,Robredo T.,2,17.0,4475.0,1420.0,6.0,2.0,6,4,,,,,,,2.0,0.0,Completed,1.19,4.33,1.24,4.0,1.2,4.25,1.2,3.6,1.304,3.99
62,Madrid,Madrid Masters,2005-10-20,Masters,Indoor,Hard,3rd Round,3,Gonzalez F.,Coria G.,19,7.0,1360.0,2110.0,7.0,5.0,6,3,,,,,,,2.0,0.0,Completed,2.25,1.57,2.05,1.77,2.1,1.7,2.0,1.6,2.21,1.763
62,Madrid,Madrid Masters,2005-10-21,Masters,Indoor,Hard,Quarterfinals,3,Ginepri R.,Ferrer D.,21,18.0,1270.0,1380.0,6.0,1.0,6,4,,,,,,,2.0,0.0,Completed,1.39,2.75,1.45,2.7,1.5,2.45,1.45,2.35,1.498,2.81
62,Madrid,Madrid Masters,2005-10-21,Masters,Indoor,Hard,Quarterfinals,3,Ljubicic I.,Gonzalez F.,12,19.0,1640.0,1360.0,4.0,6.0,7,6,6,4,,,,,2.0,1.0,Completed,1.39,2.75,1.4,2.95,1.45,2.6,1.4,2.5,1.413,3.22
62,Madrid,Madrid Masters,2005-10-21,Masters,Indoor,Hard,Quarterfinals,3,Nadal R.,Stepanek R.,2,14.0,4475.0,1530.0,7.0,6.0,6,4,,,,,,,2.0,0.0,Completed,1.11,6.0,1.13,6.0,1.15,5.2,1.1,5.0,1.162,6.56
62,Madrid,Madrid Masters,2005-10-21,Masters,Indoor,Hard,Quarterfinals,3,Nalbandian D.,Karlovic I.,9,86.0,1905.0,470.0,6.0,4.0,7,6,,,,,,,2.0,0.0,Completed,1.5,2.5,1.43,2.85,1.53,2.4,1.35,2.7,1.541,2.75
62,Madrid,Madrid Masters,2005-10-22,Masters,Indoor,Hard,Semifinals,3,Nadal R.,Ginepri R.,2,21.0,4475.0,1270.0,7.0,5.0,7,6,,,,,,,2.0,0.0,Completed,1.28,3.5,1.28,3.65,1.3,3.35,1.3,2.9,1.38,3.43
62,Madrid,Madrid Masters,2005-10-22,Masters,Indoor,Hard,Semifinals,3,Ljubicic I.,Nalbandian D.,12,9.0,1640.0,1905.0,6.0,3.0,3,6,6,3,,,,,2.0,1.0,Completed,1.72,2.0,1.73,2.1,1.75,2.0,1.7,1.9,1.893,2.02
62,Madrid,Madrid Masters,2005-10-23,Masters,Indoor,Hard,The Final,5,Nadal R.,Ljubicic I.,2,12.0,4475.0,1640.0,3.0,6.0,2,6,6,3,6.0,4.0,7.0,6.0,3.0,2.0,Completed,1.33,3.25,1.3,3.5,1.35,3.1,1.4,2.5,1.366,3.53
63,Basel,Davidoff Swiss Indoors,2005-10-25,International,Indoor,Carpet,1st Round,3,Gonzalez F.,Seppi A.,17,67.0,1480.0,548.0,7.0,6.0,6,2, , ,,,,,2.0,0.0,Completed,1.19,4.0,1.22,4.1,1.2,4.25,1.25,3.2,1.233,4.9
63,Basel,Davidoff Swiss Indoors,2005-10-25,International,Indoor,Carpet,1st Round,3,Berrer M.,Zib T.,152,62.0,278.0,622.0,6.0,3.0,7,5, , ,,,,,2.0,0.0,Completed,2.0,1.72,1.93,1.83,1.8,1.95,1.75,1.85,1.962,1.943
63,Basel,Davidoff Swiss Indoors,2005-10-25,International,Indoor,Carpet,1st Round,3,Srichaphan P.,Rochus C.,47,48.0,760.0,755.0,6.0,3.0,6,2, , ,,,,,2.0,0.0,Completed,1.33,3.0,1.35,3.1,1.3,3.35,1.35,2.7,1.385,3.4
63,Basel,Davidoff Swiss Indoors,2005-10-25,International,Indoor,Carpet,1st Round,3,Haas T.,Waske A.,41,103.0,805.0,406.0,7.0,6.0,6,4, , ,,,,,2.0,0.0,Completed,1.28,3.25,1.33,3.2,1.4,2.85,1.3,2.9,1.372,3.49
63,Basel,Davidoff Swiss Indoors,2005-10-25,International,Indoor,Carpet,1st Round,3,Baghdatis M.,Mackin A.,85,258.0,488.0,137.0,6.0,1.0,6,3, , ,,,,,2.0,0.0,Completed,1.22,3.75,1.2,4.4,1.17,4.67,1.25,3.2,1.252,4.67
63,Basel,Davidoff Swiss Indoors,2005-10-25,International,Indoor,Carpet,1st Round,3,Vliegen K.,Wawrinka S.,131,60.0,334.0,636.0,7.0,6.0,4,6,6,3,,,,,2.0,1.0,Completed,2.5,1.5,2.55,1.5,2.35,1.55,2.1,1.55,2.68,1.562
63,Basel,Davidoff Swiss Indoors,2005-10-25,International,Indoor,Carpet,1st Round,3,Mayer F.,Moodie W.,81,58.0,494.0,654.0,7.0,6.0,1,6,6,3,,,,,2.0,1.0,Completed,2.1,1.66,2.3,1.6,2.15,1.65,2.0,1.6,2.51,1.621
63,Basel,Davidoff Swiss Indoors,2005-10-25,International,Indoor,Carpet,1st Round,3,Ferrero J.C.,Volandri F.,19,40.0,1425.0,805.0,6.0,2.0,6,4, , ,,,,,2.0,0.0,Completed,1.1,6.0,1.14,5.4,1.15,5.2,1.15,4.0,1.148,7.05
63,Basel,Davidoff Swiss Indoors,2005-10-26,International,Indoor,Carpet,1st Round,3,Hrbaty D.,Chela J.I.,22,42.0,1311.0,800.0,7.0,6.0,6,2, , ,,,,,2.0,0.0,Completed,1.36,3.0,1.48,2.6,1.4,2.85,1.35,2.7,1.467,2.94
63,Basel,Davidoff Swiss Indoors,2005-10-26,International,Indoor,Carpet,1st Round,3,Coria G.,Martin A.,7,53.0,2185.0,711.0,6.0,2.0,6,4, , ,,,,,2.0,0.0,Completed,1.19,4.0,1.2,4.4,1.21,4.06,1.2,3.6,1.208,5.4
63,Basel,Davidoff Swiss Indoors,2005-10-26,International,Indoor,Carpet,1st Round,3,Calleri A.,Sabau R.,56,87.0,677.0,469.0,6.0,0.0,6,3, , ,,,,,2.0,0.0,Completed,1.16,4.5,1.16,5.0,1.15,5.2,1.15,4.0,1.159,6.8
63,Basel,Davidoff Swiss Indoors,2005-10-26,International,Indoor,Carpet,1st Round,3,Murray A.,Henman T.,70,28.0,531.0,1080.0,6.0,2.0,5,7,7,6,,,,,2.0,1.0,Completed,1.83,1.83,2.05,1.77,2.1,1.7,1.85,1.75,2.14,1.806
63,Basel,Davidoff Swiss Indoors,2005-10-26,International,Indoor,Carpet,1st Round,3,Acasuso J.,Massu N.,49,51.0,748.0,740.0,4.0,6.0,7,6,6,4,,,,,2.0,1.0,Completed,1.72,2.0,1.7,2.1,1.7,2.1,1.85,1.75,1.68,2.37
63,Basel,Davidoff Swiss Indoors,2005-10-26,International,Indoor,Carpet,1st Round,3,Novak J.,Lammer M.,35,225.0,950.0,161.0,7.0,6.0,7,6, , ,,,,,2.0,0.0,Completed,1.39,2.75,,,,,1.25,3.2,1.422,3.17
63,Basel,Davidoff Swiss Indoors,2005-10-26,International,Indoor,Carpet,1st Round,3,Nalbandian D.,Karlovic I.,10,63.0,1780.0,605.0,6.0,3.0,7,6, , ,,,,,2.0,0.0,Completed,1.36,2.87,1.33,3.2,1.35,3.1,1.3,2.9,1.424,3.16
63,Basel,Davidoff Swiss Indoors,2005-10-26,International,Indoor,Carpet,1st Round,3,Berdych T.,Bastl G.,52,124.0,721.0,359.0,5.0,7.0,6,4,6,2,,,,,2.0,1.0,Completed,1.28,3.25,1.33,3.2,1.35,3.1,1.3,2.9,1.386,3.39
63,Basel,Davidoff Swiss Indoors,2005-10-27,International,Indoor,Carpet,2nd Round,3,Vliegen K.,Coria G.,131,7.0,334.0,2185.0,7.0,6.0,7,5, , ,,,,,2.0,0.0,Completed,6.5,1.1,5.0,1.16,4.67,1.17,4.0,1.15,5.85,1.187
63,Basel,Davidoff Swiss Indoors,2005-10-27,International,Indoor,Carpet,2nd Round,3,Acasuso J.,Ferrero J.C.,49,19.0,748.0,1425.0,6.0,3.0,6,7,6,3,,,,,2.0,1.0,Completed,3.5,1.28,3.4,1.3,3.59,1.26,3.2,1.25,3.5,1.37
