ATP,Location,Tournament,Date,Series,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,WPts,LPts,W1,L1,W2,L2,W3,L3,W4,L4,W5,L5,Wsets,Lsets,Comment,B365W,B365L,CBW,CBL,EXW,EXL,IWW,IWL,PSW,PSL
19,Indian Wells,Pacific Life Open,2005-03-12,Masters,Outdoor,Hard,1st Round,3,Ferrer D.,Vahaly B.,47,233.0,,,6.0,4.0,6,3,,,,,,,2.0,0.0,Completed,1.72,2.0,,,,,1.55,2.0,1.901,1.917
19,Indian Wells,Pacific Life Open,2005-03-12,Masters,Outdoor,Hard,1st Round,3,Schuettler R.,Kuznetsov A.,38,404.0,,,6.0,4.0,6,3,,,,,,,2.0,0.0,Completed,1.12,5.5,,,1.15,5.2,1.15,3.8,1.182,5.25
19,Indian Wells,Pacific Life Open,2005-03-12,Masters,Outdoor,Hard,1st Round,3,Zib T.,Volandri F.,80,40.0,,,6.0,1.0,6,4,,,,,,,2.0,0.0,Completed,1.53,2.37,,,,,1.75,1.75,1.595,2.48
19,Indian Wells,Pacific Life Open,2005-03-12,Masters,Outdoor,Hard,1st Round,3,Blake J.,Martin A.,151,57.0,,,6.0,2.0,6,3,,,,,,,2.0,0.0,Completed,1.5,2.5,1.48,2.6,1.4,2.85,1.45,2.2,1.469,2.88
19,Indian Wells,Pacific Life Open,2005-03-12,Masters,Outdoor,Hard,1st Round,3,Fish M.,Gambill J.M.,49,122.0,,,6.0,2.0,6,2,,,,,,,2.0,0.0,Completed,1.44,2.62,1.4,2.6,1.4,2.85,1.45,2.2,1.442,2.96
19,Indian Wells,Pacific Life Open,2005-03-12,Masters,Outdoor,Hard,1st Round,3,Ginepri R.,Acasuso J.,73,66.0,,,7.0,5.0,7,6,,,,,,,2.0,0.0,Completed,1.33,3.25,1.28,3.55,1.3,3.45,1.25,3.0,1.362,3.36
19,Indian Wells,Pacific Life Open,2005-03-12,Masters,Outdoor,Hard,1st Round,3,Muller G.,Lisnard J.R.,67,103.0,,,6.0,4.0,7,5,,,,,,,2.0,0.0,Completed,1.9,1.8,1.88,1.88,,,1.75,1.75,2.19,1.719
19,Indian Wells,Pacific Life Open,2005-03-12,Masters,Outdoor,Hard,1st Round,3,Mathieu P.H.,Calatrava A.,96,77.0,,,6.0,3.0,3,6,6,1,,,,,2.0,1.0,Completed,1.22,4.0,1.22,4.1,1.25,3.75,1.3,2.7,1.25,4.35
19,Indian Wells,Pacific Life Open,2005-03-12,Masters,Outdoor,Hard,1st Round,3,Saulnier C.,Hanescu V.,50,101.0,,,6.0,2.0,6,2,,,,,,,2.0,0.0,Completed,1.39,2.75,1.4,2.85,1.35,3.1,1.35,2.5,1.455,2.92
19,Indian Wells,Pacific Life Open,2005-03-12,Masters,Outdoor,Hard,1st Round,3,Hernych J.,Delgado R.,74,192.0,,,6.0,2.0,6,4,,,,,,,2.0,0.0,Completed,1.61,2.2,1.7,2.1,1.6,2.25,1.6,1.9,1.671,2.29
19,Indian Wells,Pacific Life Open,2005-03-12,Masters,Outdoor,Hard,1st Round,3,Llodra M.,Sanguinetti D.,52,99.0,,,6.0,3.0,6,2,,,,,,,2.0,0.0,Completed,,,,,1.55,2.35,1.6,1.9,1.649,2.34
19,Indian Wells,Pacific Life Open,2005-03-12,Masters,Outdoor,Hard,1st Round,3,Nieminen J.,Horna L.,142,41.0,,,6.0,0.0,7,6,,,,,,,2.0,0.0,Completed,1.66,2.1,1.65,2.2,1.5,2.45,1.45,2.2,1.588,2.5
19,Indian Wells,Pacific Life Open,2005-03-12,Masters,Outdoor,Hard,2nd Round,3,Robredo T.,Monfils G.,12,140.0,,,6.0,3.0,6,1,,,,,,,2.0,0.0,Completed,1.5,2.5,1.57,2.35,1.55,2.35,1.55,2.0,1.463,2.88
19,Indian Wells,Pacific Life Open,2005-03-12,Masters,Outdoor,Hard,2nd Round,3,Henman T.,Clement A.,6,133.0,,,4.0,6.0,6,4,6,3,,,,,2.0,1.0,Completed,1.28,3.5,1.28,3.55,1.26,3.59,1.3,2.7,1.277,4.06
19,Indian Wells,Pacific Life Open,2005-03-12,Masters,Outdoor,Hard,2nd Round,3,Nalbandian D.,Monaco J.,10,88.0,,,6.0,2.0,6,1,,,,,,,2.0,0.0,Completed,1.16,4.5,1.22,4.1,1.25,3.75,1.2,3.3,1.216,4.79
19,Indian Wells,Pacific Life Open,2005-03-12,Masters,Outdoor,Hard,2nd Round,3,Enqvist T.,Youzhny M.,97,19.0,,,6.0,4.0,6,1,,,,,,,2.0,0.0,Completed,2.25,1.57,2.2,1.65,2.1,1.7,1.9,1.6,2.52,1.581
19,Indian Wells,Pacific Life Open,2005-03-12,Masters,Outdoor,Hard,2nd Round,3,Kiefer N.,Sargsian S.,31,81.0,,,6.0,0.0,6,0,,,,,,,2.0,0.0,Completed,1.33,3.25,,,1.45,2.6,1.35,2.5,1.392,3.2
19,Indian Wells,Pacific Life Open,2005-03-12,Masters,Outdoor,Hard,2nd Round,3,Roddick A.,Verdasco F.,3,45.0,,,6.0,3.0,3,6,7,6,,,,,2.0,1.0,Completed,1.08,7.0,1.14,5.4,1.15,5.2,1.1,4.5,1.129,6.9
19,Indian Wells,Pacific Life Open,2005-03-12,Masters,Outdoor,Hard,2nd Round,3,Melzer J.,Goldstein P.,34,158.0,,,7.0,6.0,3,6,6,3,,,,,2.0,1.0,Completed,1.53,2.37,1.55,2.4,1.45,2.6,1.45,2.2,1.543,2.64
19,Indian Wells,Pacific Life Open,2005-03-13,Masters,Outdoor,Hard,2nd Round,3,Novak J.,Rochus O.,27,39.0,,,6.0,3.0,6,4,,,,,,,2.0,0.0,Completed,1.72,2.0,1.88,1.88,1.87,1.87,1.65,1.85,2.08,1.781
19,Indian Wells,Pacific Life Open,2005-03-13,Masters,Outdoor,Hard,2nd Round,3,Coria G.,Kim K.,5,64.0,,,7.0,6.0,7,6,,,,,,,2.0,0.0,Completed,1.16,4.5,1.25,3.85,1.2,4.25,1.2,3.3,1.222,4.7
19,Indian Wells,Pacific Life Open,2005-03-13,Masters,Outdoor,Hard,2nd Round,3,Blake J.,Davydenko N.,151,15.0,,,6.0,3.0,7,6,,,,,,,2.0,0.0,Completed,2.2,1.61,2.0,1.77,2.1,1.7,1.9,1.6,2.21,1.709
19,Indian Wells,Pacific Life Open,2005-03-13,Masters,Outdoor,Hard,2nd Round,3,Gonzalez F.,Rusedski G.,17,44.0,,,7.0,6.0,7,6,,,,,,,2.0,0.0,Completed,1.66,2.1,1.62,2.25,1.65,2.2,1.65,1.85,1.556,2.6
19,Indian Wells,Pacific Life Open,2005-03-13,Masters,Outdoor,Hard,2nd Round,3,Srichaphan P.,Calleri A.,33,59.0,,,7.0,5.0,6,4,,,,,,,2.0,0.0,Completed,1.83,1.83,1.95,1.8,2.0,1.75,1.6,1.9,1.833,2.0
19,Indian Wells,Pacific Life Open,2005-03-13,Masters,Outdoor,Hard,2nd Round,3,Bjorkman J.,Johansson T.,89,24.0,,,4.0,6.0,6,3,7,6,,,,,2.0,1.0,Completed,3.5,1.28,3.2,1.33,3.75,1.25,2.3,1.4,3.8,1.303
19,Indian Wells,Pacific Life Open,2005-03-13,Masters,Outdoor,Hard,2nd Round,3,Agassi A.,Arthurs W.,9,63.0,,,6.0,4.0,6,1,,,,,,,2.0,0.0,Completed,1.19,4.33,1.25,3.8,1.22,4.0,1.25,3.0,1.308,3.75
